pc,kappa_0.0109158,kappa_0.109158,kappa_1.09158,kappa_10.9158,kappa_109.158
1.660000000000000000e+02,1.512385742956645629e-01,1.623147435851525766e-01,2.488468207771181995e-01,5.209769607322903839e-01,7.296768509527853386e-01
1.670000000000000000e+02,1.522268544519541356e-01,1.633571766545696413e-01,2.502259493449618954e-01,5.225503981181586211e-01,7.307257591811854303e-01
1.680000000000000000e+02,1.532280039641636671e-01,1.644129914655796387e-01,2.516208237706574757e-01,5.241361375537454403e-01,7.317813106836851267e-01
1.690000000000000000e+02,1.541436536113208744e-01,1.653785673684780022e-01,2.528957650691710524e-01,5.255834724008932035e-01,7.327441669097920496e-01
1.700000000000000000e+02,1.551616492220225518e-01,1.664519131158251064e-01,2.543114192840580379e-01,5.271859962698065560e-01,7.338090185432875057e-01
1.710000000000000000e+02,1.561317511917098555e-01,1.674744792567529617e-01,2.556572517649689513e-01,5.287013707320774580e-01,7.348137530160923081e-01
1.720000000000000000e+02,1.571476788429450877e-01,1.685452550787295833e-01,2.570655839720769609e-01,5.302844249213890526e-01,7.358626293992135414e-01
1.730000000000000000e+02,1.583302527958617978e-01,1.697913761600041982e-01,2.587015404297801080e-01,5.321148997191624819e-01,7.370731559943165534e-01
1.740000000000000000e+02,1.594277616865971137e-01,1.709476427631192175e-01,2.602173415852226390e-01,5.338048034777790329e-01,7.381890706085821874e-01
1.750000000000000000e+02,1.606501042313079330e-01,1.722351839165808529e-01,2.619028098923448233e-01,5.356771153079276093e-01,7.394236281488602014e-01
1.760000000000000000e+02,1.617526457159227660e-01,1.733962671396018784e-01,2.634200728968628114e-01,5.373552184413070698e-01,7.405281662219128647e-01
1.770000000000000000e+02,1.627821078766069907e-01,1.744802861535018346e-01,2.648355886078503918e-01,5.389179235117788069e-01,7.415559858361574497e-01
1.780000000000000000e+02,1.640196232175116786e-01,1.757830673528906207e-01,2.665336128563984830e-01,5.407839034936605671e-01,7.427809940124208143e-01
1.790000000000000000e+02,1.650344265305005997e-01,1.768513656779207299e-01,2.679257661725350514e-01,5.423130783946800149e-01,7.437847110997839462e-01
1.800000000000000000e+02,1.659815751469557732e-01,1.778483634662654245e-01,2.692242156243874196e-01,5.437371841500270309e-01,7.447188967969796680e-01
1.810000000000000000e+02,1.669864923932032896e-01,1.789059695516812820e-01,2.705996096991597488e-01,5.452403015872255843e-01,7.457034963070708899e-01
1.820000000000000000e+02,1.680747998696630885e-01,1.800511456823415124e-01,2.720869840723492694e-01,5.468606818118986190e-01,7.467635650300477046e-01
1.830000000000000000e+02,1.690971531260418437e-01,1.811266248967711157e-01,2.734809128321193938e-01,5.483714612063403937e-01,7.477498969032069231e-01
1.840000000000000000e+02,1.701269940820058779e-01,1.822097126052816818e-01,2.748820653108984824e-01,5.498830874945183078e-01,7.487349691057029188e-01
