profile_id,profile_type,profile_label,requested_center,signal_rank_centroid,bandwidth,alpha,d,n,n_folds,n_cv_train,sigma,n_trials,teacher_seed,mc_seed,lambda_min,lambda_max,n_lambda,theory_lambda_cv,theory_lambda_full,theory_kappa_final,theory_r2_gen,theory_r2_acc,theory_r2_acc_delta,theory_acc_alignment,theory_r2_peer,theory_r2_peer_delta,theory_peer_gain,theory_peer_gain_delta,mc_lambda_mean,mc_lambda_log_mean,mc_lambda_median,mc_lambda_q25,mc_lambda_q75,mc_lambda_mode,mc_lambda_at_lower_boundary_fraction,mc_lambda_at_upper_boundary_fraction,mc_elapsed_seconds,mc_gen_error,mc_gen_error_std,mc_gen_error_se,mc_gen_error_median,mc_gen_error_n_finite,mc_r2_gen,mc_r2_gen_std,mc_r2_gen_se,mc_r2_gen_median,mc_r2_gen_n_finite,mc_acc_error,mc_acc_error_std,mc_acc_error_se,mc_acc_error_median,mc_acc_error_n_finite,mc_acc_alignment,mc_acc_alignment_std,mc_acc_alignment_se,mc_acc_alignment_median,mc_acc_alignment_n_finite,mc_r2_acc,mc_r2_acc_std,mc_r2_acc_se,mc_r2_acc_median,mc_r2_acc_n_finite,mc_peer_error,mc_peer_error_std,mc_peer_error_se,mc_peer_error_median,mc_peer_error_n_finite,mc_peer_gain,mc_peer_gain_std,mc_peer_gain_se,mc_peer_gain_median,mc_peer_gain_n_finite,mc_r2_peer,mc_r2_peer_std,mc_r2_peer_se,mc_r2_peer_median,mc_r2_peer_n_finite,mc_peer_true_variance,mc_peer_true_variance_std,mc_peer_true_variance_se,mc_peer_true_variance_median,mc_peer_true_variance_n_finite,mc_lambda_cv_a,mc_lambda_cv_a_std,mc_lambda_cv_a_se,mc_lambda_cv_a_median,mc_lambda_cv_a_n_finite,mc_lambda_cv_b,mc_lambda_cv_b_std,mc_lambda_cv_b_se,mc_lambda_cv_b_median,mc_lambda_cv_b_n_finite,mc_lambda_cv_mean,mc_lambda_cv_mean_std,mc_lambda_cv_mean_se,mc_lambda_cv_mean_median,mc_lambda_cv_mean_n_finite
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,0.1,1.0,128,256,5,204.8,0.3,200,20260814,20262825,0.0001,10.0,61,0.03162277660168379,0.026101572156825358,0.05606942028229875,0.9281350171081652,0.9998216774845557,0.9995432583578409,1.0135344813896137,0.9893810264763963,0.9887682306841226,0.8969515962103064,0.896955210136134,0.031332747853713934,0.030432198871077204,0.03162277660168379,0.026101572156825358,0.03831186849557285,0.03162277660168379,0.0,0.0,3.492540995008312,0.0732367222387612,0.009473580251578755,0.0006698832838006296,0.07245876055308756,200,0.9267632777612388,0.009473580251578748,0.0006698832838006292,0.9275412394469125,200,0.0016491798255836576,0.0015970163230964154,0.00011292610717270816,0.001200297856790016,200,1.0136950352872913,0.028810730708644386,0.002037226305502195,1.0121459319210309,200,0.9984462473264901,0.0014650504736240066,0.00010359471246800983,0.9988063381263013,200,0.0120458443314796,0.006264832551014675,0.00044299055798206944,0.01127861213511246,200,0.897741362515182,0.0260062789077351,0.0018389216169088169,0.8972229152374561,200,0.9883356372202861,0.005497718927434409,0.00038874743346465035,0.9889492975144331,200,1.0290392504001662,0.05830952146670629,0.004123105803685058,1.024736947313691,200,0.031233074568855806,0.007467711699522728,0.0005280469582678638,0.03162277660168379,200,0.03143242113857206,0.007517520785709231,0.000531568992528582,0.03162277660168379,200,0.03133274785371394,0.005509697826069083,0.00038959446951022274,0.03162277660168379,200
localized_0.500,localized,localized 0.50,0.5,0.5,0.1,1.0,128,256,5,204.8,0.3,200,20260814,20263825,0.0001,10.0,61,0.01778279410038923,0.01467799267622069,0.032912959468032243,0.9216797114009849,0.9998690588820817,0.9995907923675518,1.0115754073921683,0.99274657962619,0.992127524559101,0.9148329854121324,0.9148347027364374,0.018897004226081014,0.018188281479339173,0.01778279410038923,0.01467799267622069,0.021544346900318822,0.021544346900318822,0.0,0.0,3.4172722019720823,0.07977218174022103,0.009930924836298337,0.0007022224295200458,0.0795918352759181,200,0.9202278182597788,0.009930924836298337,0.0007022224295200458,0.9204081647240819,200,0.0017422815801910099,0.0018181083687863699,0.00012855967565008545,0.0012900204233364178,200,1.0174346996857593,0.028086314339528174,0.001986002332801734,1.0173965311313293,200,0.998400766075834,0.001526391831318573,0.00010793220146731157,0.9987700885513622,200,0.009592448906777105,0.005806330264111581,0.00041056955035619763,0.008444009218296876,200,0.911631221683255,0.02889268248297738,0.002043021171038308,0.9132694259480139,200,0.9907949376454158,0.005160532735139309,0.00036490476915521666,0.9912776399848757,200,1.0366116809517099,0.05712250810793334,0.004039171284150321,1.0352057445599878,200,0.019256444297483438,0.005037779848179328,0.00035622482927725384,0.01778279410038923,200,0.01853756415467859,0.005196579655718261,0.00036745367135344366,0.01778279410038923,200,0.018897004226081014,0.0037618762135587258,0.0002660048180591748,0.019385997435954823,200
localized_0.650,localized,localized 0.65,0.65,0.649912960938851,0.1,1.0,128,256,5,204.8,0.3,200,20260814,20264825,0.0001,10.0,61,0.012115276586285877,0.01,0.02290377220847501,0.917697721163703,0.9997689752224475,0.999492393062138,1.0154340896880365,0.9941290355290874,0.9935077879714295,0.9233777808275393,0.9233787622703411,0.012017601181405562,0.011371907889797613,0.012115276586285877,0.01,0.01467799267622069,0.012115276586285877,0.0,0.0,3.4181863659759983,0.08393470870954818,0.009949125332705741,0.0007035093989631095,0.08308018885315732,200,0.9160652912904519,0.009949125332705738,0.0007035093989631092,0.9169198111468426,200,0.0013907405843900697,0.0015578135833683759,0.00011015405486242937,0.0007699667920745504,200,1.0133469941245397,0.025276105038169135,0.0017872905274472853,1.0148281609837153,200,0.9987105723578672,0.0013744378627455554,9.718743330669275e-05,0.9992372414620911,200,0.006993283941180417,0.004632014430977209,0.00032753288146979316,0.006268591591072108,200,0.9257746056678348,0.026069604673810746,0.001843399424770409,0.9256970523037416,200,0.9932110123263084,0.004169495063229534,0.0002948278233333436,0.9939489551557077,200,1.0280847288334691,0.051396008971558896,0.003634246646971393,1.0317688034381272,200,0.012130439593133419,0.0037701250903438167,0.0002665881017303658,0.012115276586285877,200,0.011904762769677701,0.0038593227765308068,0.0002728953306072628,0.012115276586285877,200,0.012017601181405562,0.002791965927079647,0.00019742180398798042,0.012115276586285877,200
localized_0.800,localized,localized 0.80,0.8,0.7944795851585297,0.1,1.0,128,256,5,204.8,0.3,200,20260814,20265825,0.0001,10.0,61,0.008254041852680182,0.006812920690579608,0.015856967285466164,0.915568652016761,0.9998464112893608,0.9995626794386581,1.0125486072813539,0.9957632916468399,0.9951333564048448,0.9349099980553066,0.9349105123955539,0.008590917712867342,0.007981478228487599,0.008254041852680182,0.006812920690579608,0.01,0.008254041852680182,0.0025,0.0,3.370001558912918,0.08637697357718173,0.010618970403122954,0.0007508745981267487,0.08555725868943645,200,0.9136230264228183,0.010618970403122954,0.0007508745981267487,0.9144427413105636,200,0.0013424104870580938,0.0012114219335933696,8.566046641219911e-05,0.0010066791945465136,200,1.0145018062309967,0.02419403964230969,0.0017107769495373333,1.014748610164585,200,0.9987431124713896,0.0010960242052397125,7.75006147869597e-05,0.9990198574677678,200,0.005729406220512072,0.003659305112802492,0.0002587519459693246,0.005378534991949364,200,0.9334706954365231,0.02472628946215433,0.0017484126952270797,0.9319299052218766,200,0.9944486477162505,0.003318585662035896,0.00023465944255740301,0.9946085582458719,200,1.0303460229490518,0.04902430031094233,0.003466541519279309,1.0308622077066416,200,0.008552426157719274,0.0030283141042254528,0.00021413414386606828,0.008254041852680182,200,0.008629409268015408,0.002824326056902041,0.0001997100107117296,0.008254041852680182,200,0.008590917712867342,0.0020626860771244984,0.00014585393125938107,0.008406460345289805,200
localized_0.950,localized,localized 0.95,0.95,0.8990775400412221,0.1,1.0,128,256,5,204.8,0.3,200,20260814,20266825,0.0001,10.0,61,0.006812920690579608,0.005623413251903491,0.013172394791310216,0.914412262659597,0.9998191294331131,0.9995345465210321,1.0136321490644478,0.9962786837264452,0.9956481655667445,0.9389974076488979,0.9389976139027872,0.007128474613108148,0.00661644946804563,0.006812920690579608,0.005623413251903491,0.008254041852680182,0.006812920690579608,0.0,0.0,3.4339439989998937,0.08708013361065287,0.011601423576533307,0.000820344528238419,0.08644007773502996,200,0.912919866389347,0.011601423576533307,0.000820344528238419,0.9135599222649701,200,0.0013959692151495706,0.0015296561887193306,0.00010816302639274079,0.0009067169669974655,200,1.015309742996987,0.02380552443376257,0.001683304775681556,1.0148534620363698,200,0.99870346785057,0.0013497748029702946,9.544349162550314e-05,0.9990924816119172,200,0.005020268334175567,0.0035606670647892412,0.00025177718270600724,0.004199544621976676,200,0.9392425750441792,0.02395704113329241,0.0016940186242516114,0.9390282394680443,200,0.9951318623964118,0.003243876274009667,0.00022937669106823868,0.9957867104039886,200,1.0320154552091234,0.048429292778111435,0.0034244681331471287,1.0301311314673984,200,0.0072899771305524165,0.0026266671030184376,0.0001857334120463961,0.006812920690579608,200,0.006966972095663879,0.002628435283280483,0.00018585844127176135,0.006812920690579608,200,0.007128474613108148,0.0018259420943109068,0.00012911360369412088,0.006812920690579608,200
random,random,i.i.d. random,nan,0.21085841170090208,0.1,1.0,128,256,5,204.8,0.3,200,20260814,20267825,0.0001,10.0,61,0.046415888336127774,0.03831186849557285,0.07936114687525342,0.9335622935209575,0.9996281691350443,0.9992495163407428,1.0196620582267937,0.9762992055141274,0.9753556251863384,0.8460493764680618,0.8461051818226982,0.04974148686239018,0.04809316217618986,0.046415888336127774,0.03831186849557285,0.056234132519034905,0.046415888336127774,0.0,0.0,3.4682039389153942,0.0683681102704774,0.008171372850242496,0.0005778033154010115,0.06748116574945978,200,0.9316318897295227,0.00817137285024249,0.0005778033154010112,0.9325188342505403,200,0.003703476931982318,0.003408127296947383,0.00024099099228184727,0.0028777246270023237,200,1.0289480789013274,0.03682504004914677,0.0026039235536217875,1.0276073099537633,200,0.9967224895663235,0.0028483863063707704,0.00020141132726736745,0.9974359502901085,200,0.02978881915624794,0.012892535771590526,0.0009116399470781799,0.02931234867205004,200,0.8389736906953127,0.03325303064253374,0.0023513443462339664,0.8375043648192744,200,0.9717743484232456,0.010636790205071333,0.0007521346484064587,0.9717812883028143,200,1.0615996347346377,0.07564586981816548,0.00534897075171796,1.0573310885739748,200,0.04965476625807437,0.012227956485946996,0.0008646470951267146,0.046415888336127774,200,0.04982820746670599,0.01329865053490802,0.0009403565973863568,0.046415888336127774,200,0.04974148686239019,0.00876368005962797,0.0006196857598312265,0.04987599175373993,200
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,1.0,128,256,5,204.8,0.6,200,20260814,20260835,0.0001,10.0,61,0.31622776601683794,0.2610157215682536,0.4259142369447744,0.8861531845539586,0.9979879458793353,0.9967847732099899,0.9570697498737502,0.9439550529310439,0.9420373160383457,0.7632618597079124,0.7633465937311982,0.301570865791607,0.2949793855679868,0.31622776601683794,0.2610157215682536,0.31622776601683794,0.31622776601683794,0.0,0.0,3.4533715990837663,0.11553895056826358,0.013887201682670797,0.0009819734481521752,0.11482163374197474,200,0.8844610494317364,0.0138872016826708,0.0009819734481521757,0.8851783662580253,200,0.010411670983328776,0.009106710572829333,0.000643941680035085,0.007658736253126455,200,0.9410330438647495,0.05771296998181751,0.004080923243655882,0.9377990700924672,200,0.9855505051559069,0.015441523488785167,0.0010918805970771346,0.9908767314312643,200,0.04877632738568651,0.023168704454594565,0.0016382748031150787,0.046701252894801856,200,0.7734345873605887,0.04466970407409623,0.003158625066438979,0.774021264956601,200,0.9449259380070077,0.020723269858755118,0.001465356464548453,0.9467903320344364,200,0.8924777587128273,0.10924705207161552,0.00772493313444792,0.8832966154518849,200,0.30700955122150764,0.06690223730564426,0.004730702567537267,0.31622776601683794,200,0.29613218036170635,0.058108012832891826,0.004108856991541274,0.31622776601683794,200,0.30157086579160697,0.043739890602768804,0.0030928773253575564,0.2992810769794584,200
localized_0.200,localized,localized 0.20,0.2,0.20552041484147038,0.1,1.0,128,256,5,204.8,0.6,200,20260814,20261835,0.0001,10.0,61,0.1778279410038923,0.1467799267622069,0.25821314543252544,0.8378326560392307,0.9999968229811187,0.9991252223142992,0.9982207519763178,0.9383950588585187,0.9366312290102344,0.7517965730666046,0.7518422094250825,0.16800629608362058,0.16421645274780594,0.1778279410038923,0.1467799267622069,0.1778279410038923,0.1778279410038923,0.0,0.0,3.4335257989587262,0.16375724202379607,0.01697841084185787,0.0012005549440048898,0.16241481767280108,200,0.8362427579762038,0.016978410841857867,0.0012005549440048896,0.8375851823271988,200,0.006180454358357647,0.006127671380040965,0.00043329179857096964,0.0041184884119232,200,0.9842948365332254,0.05237843511784935,0.0037037146659770876,0.9848262689414042,200,0.9931126424617562,0.007486407058081119,0.0005293689197491991,0.9952895927948378,200,0.05895354611214298,0.026425392782259523,0.0018685574431853756,0.05607657299250833,200,0.7609003684541612,0.04389750391754104,0.0031040222697256304,0.7621122132043189,200,0.9391261225338036,0.021743967156059786,0.0015375306625947443,0.9425199276360341,200,0.9747701274248081,0.10444030235719426,0.007385044602594542,0.9728771686395875,200,0.16760666649127529,0.03799449695054787,0.0026866166441504,0.1778279410038923,200,0.16840592567596588,0.03348009539136751,0.0023674002486008443,0.1778279410038923,200,0.16800629608362058,0.024693216284967595,0.0017460740684406672,0.1623039338830496,200
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,0.1,1.0,128,256,5,204.8,0.6,200,20260814,20262835,0.0001,10.0,61,0.1,0.08254041852680181,0.1564838487317703,0.7929439156576386,0.9998916507931528,0.9991349860959626,1.0105185813951423,0.9426739918833641,0.9409000180086581,0.7605714968583818,0.7605933159868675,0.10266716119121373,0.09966476949698928,0.1,0.08254041852680181,0.12115276586285877,0.1,0.0,0.0,3.498452009051107,0.21067233231553767,0.02367151477903496,0.00167382886212132,0.20921525072040478,200,0.7893276676844624,0.023671514779034966,0.0016738288621213203,0.7907847492795952,200,0.005995186172750916,0.005535555921780314,0.00039142291299282093,0.004246074132693897,200,1.0151861126445518,0.054470330041556235,0.003851633974585373,1.0155114306070385,200,0.9944768302999591,0.004730508761377515,0.00033449748236324164,0.9955188461429245,200,0.06380970034819876,0.03166636945166909,0.0022391504574833746,0.05949214974500287,200,0.7615974907499441,0.05217858221426604,0.0036895829316407293,0.7602675250573971,200,0.9386106759169315,0.025186596634215835,0.001780961327506429,0.9409338388490442,200,1.0363674114618546,0.11149721666437432,0.007884043798680481,1.0323019277654786,200,0.10348260232164869,0.024921672589438882,0.0017622283686503138,0.1,200,0.10185172006077878,0.025326062903186217,0.0017908230819600034,0.1,200,0.10266716119121373,0.017815824564552277,0.0012597690362024785,0.10184659219483029,200
localized_0.500,localized,localized 0.50,0.5,0.5,0.1,1.0,128,256,5,204.8,0.6,200,20260814,20263835,0.0001,10.0,61,0.06812920690579607,0.056234132519034905,0.11169316399734955,0.7580612555103441,0.9990509413033836,0.9983836438091277,1.0317860217701758,0.9433271776280164,0.9415581876545698,0.7619394564990166,0.7619516098557911,0.07149011024504667,0.06901735846884051,0.06812920690579607,0.056234132519034905,0.08254041852680181,0.06812920690579607,0.0,0.0,3.515726223005913,0.24843850384014854,0.0281537169862429,0.0019907684196579243,0.24783533804626284,200,0.7515614961598515,0.02815371698624291,0.001990768419657925,0.7521646619537371,200,0.008595441825129588,0.01286036943935366,0.0009093654439131211,0.005517162679668061,200,1.0379416680671236,0.06101022496108586,0.0043140743791700575,1.032007699342064,200,0.9931908960543397,0.0076208887045682095,0.0005388782081668144,0.9949211950347137,200,0.06813554135134473,0.04010640595089222,0.002835951161689639,0.057989587111333035,200,0.7609417809232899,0.05436353712909259,0.0038440825753268022,0.7670658318585585,200,0.9376792068437845,0.02754668738055525,0.001947844944601651,0.9423767737831423,200,1.0844787779593767,0.13139567793970203,0.009291077488976694,1.0682791478042706,200,0.0715092934282255,0.01861797239387719,0.0013164894531654502,0.06812920690579607,200,0.07147092706186785,0.019800741562306837,0.0014001238631229478,0.06812920690579607,200,0.07149011024504666,0.01363420411995144,0.0009640838189299227,0.06938727552291836,200
localized_0.650,localized,localized 0.65,0.65,0.649912960938851,0.1,1.0,128,256,5,204.8,0.6,200,20260814,20264835,0.0001,10.0,61,0.056234132519034905,0.03831186849557285,0.09421074454879379,0.728780976072407,0.9954858806285312,0.9949294593686248,1.072026451857722,0.9359996860226703,0.934299217850986,0.7470171666351059,0.7470250607201995,0.05258398721810216,0.050166830863663005,0.046415888336127774,0.03831186849557285,0.06812920690579607,0.046415888336127774,0.0,0.0,3.389179447083734,0.27474021676574106,0.0303155992070018,0.0021436365775004494,0.2740277279031762,200,0.725259783234259,0.030315599207001793,0.002143636577500449,0.7259722720968238,200,0.011192226564697262,0.011552941968815593,0.0008169163608804168,0.006976571420892405,200,1.057948935061551,0.06605369651812606,0.0046707016730405185,1.0568343414233161,200,0.9913152169767665,0.0077872098946286505,0.0005506388923014899,0.9935634033793728,200,0.07078889882721633,0.040741953910816316,0.0028808911889127995,0.06240565858720077,200,0.7625856177929948,0.05700271260030723,0.00403070046257051,0.7635875333969666,200,0.9378260890677744,0.027834179994143837,0.0019681737422626044,0.9403360963683957,200,1.127090096687799,0.14110921771371007,0.009977928473329328,1.1203456958874716,200,0.0507042323316872,0.014851828312538822,0.001050182851281456,0.046415888336127774,200,0.05446374210451712,0.016870140137174555,0.001192899049056348,0.056234132519034905,200,0.05258398721810217,0.011382737597614908,0.0008048810943740572,0.051325010427581336,200
localized_0.800,localized,localized 0.80,0.8,0.7944795851585297,0.1,1.0,128,256,5,204.8,0.6,200,20260814,20265835,0.0001,10.0,61,0.03831186849557285,0.03162277660168379,0.06675678349279117,0.7123378324869188,0.9972742899906653,0.9966659877753401,1.0550841862849094,0.9489616943279902,0.9471546695691682,0.7740834099230209,0.7740880502405654,0.04161507414195334,0.03954424911208464,0.03831186849557285,0.03162277660168379,0.046415888336127774,0.03162277660168379,0.0,0.0,3.4478140579303727,0.29758682341267323,0.033041118131806796,0.0023363598688986376,0.29796336893282804,200,0.7024131765873268,0.0330411181318068,0.002336359868898638,0.702036631067172,200,0.012781074529772458,0.019474389678819846,0.0013770473001362823,0.007219591806180401,200,1.070188276587374,0.06584524619991869,0.004655962009686025,1.0641715061016124,200,0.9910755437558916,0.010217660314303436,0.0007224976896104629,0.9939611410264307,200,0.07115901430772094,0.04585270088582383,0.003242275573208444,0.06389418963453256,200,0.7662131560801916,0.060473728416776014,0.004276138344713593,0.767055379223851,200,0.9390766185878094,0.030615727268072976,0.0021648588362212294,0.9430823461785611,200,1.1531576277045203,0.14790757134920982,0.010458644668985937,1.136309869493489,200,0.041834517017849786,0.015345867690502842,0.0010851167107146101,0.03831186849557285,200,0.041395631266056915,0.01325094475281856,0.0009369832891846303,0.03831186849557285,200,0.04161507414195336,0.010284606943574527,0.00072723153116398,0.03901933246890578,200
localized_0.950,localized,localized 0.95,0.95,0.8990775400412221,0.1,1.0,128,256,5,204.8,0.6,200,20260814,20266835,0.0001,10.0,61,0.03162277660168379,0.026101572156825358,0.05606942028229875,0.7015618567210579,0.9972241320489724,0.9966072685534325,1.0556167590768533,0.9532017262528291,0.9513630591112356,0.7836709133122155,0.7836728863851271,0.03465244980859429,0.032686995255868614,0.03162277660168379,0.026101572156825358,0.03831186849557285,0.03831186849557285,0.0,0.0,3.464097413001582,0.307622464015084,0.035784848316520367,0.002530370890834356,0.30544332958333187,200,0.6923775359849159,0.035784848316520367,0.002530370890834356,0.6945566704166681,200,0.012624361119407478,0.014460717443409614,0.0010225271365057532,0.008424160780069927,200,1.0684659699207315,0.0569024188617966,0.004023608624309369,1.0601426318094271,200,0.9907976850370427,0.008645547424773001,0.0006113325211126882,0.993117051544015,200,0.06317881013828872,0.03611974866563397,0.002554051921622353,0.05528337302892891,200,0.7777971980833053,0.054969263871669574,0.003886913924049025,0.7788766361598041,200,0.9440388408252676,0.025934568434922745,0.0018338509207480459,0.9468334051377354,200,1.1495563009608702,0.1256300321039616,0.008883384762139492,1.1305010451758113,200,0.03434710272616101,0.012182359713874153,0.0008614229164534222,0.03162277660168379,200,0.03495779689102757,0.011996615132666895,0.0008482887911593915,0.03162277660168379,200,0.0346524498085943,0.008263108097720366,0.0005842899769575543,0.033980117618223296,200
random,random,i.i.d. random,nan,0.21085841170090208,0.1,1.0,128,256,5,204.8,0.6,200,20260814,20267835,0.0001,10.0,61,0.1778279410038923,0.1467799267622069,0.25821314543252544,0.8274637626349529,0.9987532911248492,0.9978771033693502,1.0366011046459949,0.8928528136135385,0.8909094687054058,0.6726665516839725,0.6729432113946999,0.19140423968025455,0.18390067924800937,0.1778279410038923,0.1467799267622069,0.21544346900318823,0.1778279410038923,0.0,0.0,3.5742654550122097,0.17750455001322948,0.01876900062284404,0.0013271687616507556,0.17654151336090299,200,0.8224954499867707,0.01876900062284403,0.0013271687616507547,0.8234584866390972,200,0.014870933167369281,0.018344593185187778,0.0012971586239354804,0.008487847645639693,200,1.0528139937942995,0.07588015156539069,0.005365536972935077,1.0502691826931994,200,0.9881304543731304,0.012972505068884796,0.0009172946303185299,0.9922205606409782,200,0.1292072619385628,0.05457616424126891,0.0038591175826152013,0.12352796575839939,200,0.6679740933642779,0.053387606169581193,0.0037750738353827624,0.6646814308391688,200,0.8833209247479694,0.034576953512962104,0.0024449598301787517,0.88490944115595,200,1.1204989207559688,0.1633557413386149,0.011550995244629023,1.1090747151819813,200,0.18542040144703484,0.05295002401029993,0.003744132104167359,0.1778279410038923,200,0.19738807791347426,0.05476618238191592,0.0038725538941951974,0.1778279410038923,200,0.19140423968025458,0.03719501504428907,0.0026300847364152456,0.19663570500354027,200
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,1.0,128,256,5,204.8,1.0,200,20260814,20260845,0.0001,10.0,61,0.5623413251903491,0.5623413251903491,0.7063273593474837,0.7912940575428123,0.9793806977572398,0.9759519813928184,0.8744360331099021,0.8926164580463176,0.8884859335325122,0.6723057187656727,0.6725446270727703,0.6014115135017686,0.582661961673643,0.5623413251903491,0.46415888336127775,0.6812920690579608,0.5623413251903491,0.0,0.0,3.534419611096382,0.21458153750341882,0.027350227319335656,0.001933953120449581,0.21143431424791162,200,0.7854184624965811,0.02735022731933566,0.0019339531204495815,0.7885656857520884,200,0.026005337455217773,0.02008412803798517,0.0014201623129878184,0.020837209363304982,200,0.9028466012674682,0.0910583365884607,0.006438796728526768,0.8987475436164126,200,0.9587118993183691,0.04070865394913385,0.0028785365260409076,0.9719865793044609,200,0.09625719447212788,0.0517247865134237,0.0036574947299068375,0.08586198460035606,200,0.6707872338667678,0.06756573102671708,0.004777618658481795,0.6673677779135744,200,0.8829129114940176,0.04537913710645532,0.003208789557236864,0.8835567253788057,200,0.831698539990154,0.17160884381768152,0.012134577717506572,0.8154336734375498,200,0.6103766446164436,0.15534781011456683,0.010984748997449034,0.5623413251903491,200,0.5924463823870935,0.15424982591219766,0.01090710978993594,0.5623413251903491,200,0.6014115135017684,0.10815150802444297,0.007647466471963493,0.5727254762096192,200
localized_0.200,localized,localized 0.20,0.2,0.20552041484147038,0.1,1.0,128,256,5,204.8,1.0,200,20260814,20261845,0.0001,10.0,61,0.3831186849557285,0.31622776601683794,0.503713840909029,0.6954532474984461,0.9994966557108288,0.9976155830416547,0.9780569636604106,0.8542656976998753,0.8509644168708701,0.6182483761657002,0.61837589373683,0.3797131102908999,0.3642992971363558,0.3831186849557285,0.31622776601683794,0.46415888336127775,0.3831186849557285,0.0,0.0,3.426331078982912,0.31040080021357797,0.03738585893464102,0.002643579437316834,0.3054123266747665,200,0.689599199786422,0.037385858934641025,0.0026435794373168343,0.6945876733252334,200,0.022669332959712615,0.03039166948081035,0.0021490155581461237,0.014864640808703714,200,0.9721902223698535,0.10366956763865263,0.007330545427996873,0.9691587063317482,200,0.9725881172308855,0.03518826619324916,0.002488186164344382,0.983619433798365,200,0.1424682746972308,0.07969795590532185,0.005635496506735953,0.11975034092536727,200,0.6283361059742598,0.0738071772717788,0.005218955554911241,0.6312222773821144,200,0.8525917671371055,0.05596796427713541,0.0039575327069568894,0.8604119439611332,200,0.9670497776994198,0.21538546867628428,0.015230052547004333,0.9500445666017682,200,0.38240899406762097,0.10916157649668065,0.007718889098581693,0.3831186849557285,200,0.3770172265141788,0.11839710140438427,0.008371939327587142,0.3831186849557285,200,0.37971311029089994,0.07859949271741966,0.005557823429831009,0.3831186849557285,200
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,0.1,1.0,128,256,5,204.8,1.0,200,20260814,20262845,0.0001,10.0,61,0.2610157215682536,0.21544346900318823,0.3603518810623729,0.5995612319114234,0.9987136615560218,0.9974130808066827,1.0371997506084516,0.8285305300559648,0.8254862499376199,0.5859112776903539,0.5859704157954121,0.27376469891075667,0.261642526001916,0.2610157215682536,0.21544346900318823,0.31622776601683794,0.2610157215682536,0.0,0.0,3.527665358968079,0.4159493960727845,0.042203586755808785,0.0029842442385427156,0.41302501301238004,200,0.5840506039272154,0.04220358675580878,0.002984244238542715,0.58697498698762,200,0.027313981764085185,0.03603303517554606,0.002547920351936202,0.016314168539960705,200,1.0581798361549206,0.10445562914368553,0.0073861283700607195,1.0493433765649713,200,0.9805988219955735,0.017398754750008252,0.0012302777467932489,0.9856657777297706,200,0.20608407213056046,0.10050039776091339,0.007106451276868718,0.18775765350720994,200,0.583509860754467,0.0683042392017876,0.004829839072337203,0.5825199967274972,200,0.81698446999082,0.05871314127831164,0.004151646034265796,0.8209148864878492,200,1.143673654073926,0.23401096567734278,0.01654707407024615,1.11757792255638,200,0.27341396147123165,0.08599380568451993,0.006080680313956232,0.2610157215682536,200,0.2741154363502817,0.08844789431515326,0.006254210585191595,0.2610157215682536,200,0.27376469891075667,0.05785174621529827,0.004090736205232059,0.26583561751001306,200
localized_0.500,localized,localized 0.50,0.5,0.5,0.1,1.0,128,256,5,204.8,1.0,200,20260814,20263845,0.0001,10.0,61,0.21544346900318823,0.1467799267622069,0.30500751647232,0.5180767415836365,0.9892247936950566,0.988373590619878,1.11582695685202,0.7918349048305793,0.7891007640732723,0.5437488683088877,0.5437795715426285,0.22257327268025195,0.2071333360999347,0.21544346900318823,0.1467799267622069,0.2610157215682536,0.21544346900318823,0.0,0.0,3.506588550982997,0.49173581502581626,0.047174815327023306,0.0033357631818961256,0.49078795927269225,200,0.5082641849741836,0.04717481532702333,0.003335763181896127,0.5092120407273077,200,0.05558876715514309,0.08581220525795473,0.006067839224647169,0.024894305011767752,200,1.127400151153453,0.13478524254010538,0.009530755900398202,1.1085611891688492,200,0.9708487859290698,0.02902183696910423,0.002052153772334404,0.980288997380608,200,0.2781208980495969,0.16165017537169143,0.011430393518531765,0.24859083674840604,200,0.5525607644472129,0.08789608942176158,0.006215192086990678,0.5470013265916223,200,0.7861591772250432,0.07652415716329593,0.005411075045475167,0.7882249211604968,200,1.3103890694620488,0.34045466637208255,0.02407378032783032,1.245056143931397,200,0.21059189173188428,0.0839633682862983,0.005937106708650503,0.21544346900318823,200,0.23455465362861966,0.09319129123926279,0.006589619398281321,0.21544346900318823,200,0.22257327268025193,0.06136906055743778,0.004339447887521214,0.21544346900318823,200
