profile_id,profile_type,profile_label,requested_center,signal_rank_centroid,sigma,pc_index,rank_fraction,eigenvalue,teacher_coefficient,teacher_aligned,signal_allocation,mc_mean_aligned,mc_std_aligned,mc_q10_aligned,mc_q90_aligned,theory_mean_aligned,theory_lambda_cv,mc_lambda_median
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,52,0.40234375,0.453059418342641,0.24494866573046342,0.24494866573046342,0.02718349661751681,0.1386246368017228,0.0633563662763365,0.06111568960315878,0.2231971713906561,0.1364331920405158,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,53,0.41015625,0.4445111274305157,-0.24191830879258275,0.24191830879258275,0.026014777310321265,0.13237370900175344,0.06547753344504449,0.050365998798992916,0.21427182573680925,0.13360705990058522,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,54,0.41796875,0.4362794398855061,-0.2381550077260636,0.2381550077260636,0.024744813377071857,0.1297722418032008,0.06591509428918363,0.043050668520694294,0.21395228648192718,0.13042687457107074,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,55,0.42578125,0.42834708643304237,0.23369577253451787,0.23369577253451787,0.02339362531423853,0.12783103954092254,0.0649204937926082,0.051884498965265334,0.20883512059654225,0.1269215599391052,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,56,0.43359375,0.4206980313181666,-0.22858347825801112,0.22858347825801112,0.02198164316380951,0.11630489312908475,0.06672997130259131,0.032894933803639795,0.20318591961218552,0.12312224580104855,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,57,0.44140625,0.41331736410205844,-0.22286619661766216,0.22286619661766216,0.020529201344656745,0.11344455851230113,0.06413163504539433,0.03421957868015175,0.20136324072392264,0.11906182068008367,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,58,0.44921875,0.40619120265202296,0.21659646245012867,0.21659646245012867,0.019056065270123313,0.1195141232898422,0.0667874711570061,0.03401142724170228,0.20916593914566173,0.11477447183591258,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,59,0.45703125,0.39930660599690393,0.20983049031936227,0.20983049031936227,0.017581004537143726,0.10849664361903985,0.06639890568715873,0.0239699102938241,0.19159957808707384,0.11029522127560037,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,60,0.46484375,0.3926514958969555,0.2026273573477919,0.2026273573477919,0.016121424628905392,0.10635493269100373,0.06322568731474033,0.031485521952483934,0.19098341879054648,0.10565946635396667,0.2610157215682536,0.2610157215682536
localized_0.350,localized,localized 0.35,0.35,0.35008703906114913,1.0,61,0.47265625,0.38621458612815296,-0.1950481685482495,0.1950481685482495,0.014693065858032952,0.09880779021812261,0.06519945152482047,0.026299749356597513,0.1813901995215331,0.1009025331319788,0.2610157215682536,0.2610157215682536
