panel,series,sweep_name,sweep_value,realization,sigma2_noise,sigma_noise,lambda,kappa,beta_hat_1,beta_hat_2,E_gen,R2_gen,z,E_acc_over_S,R2_acc
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9464252663955728,0.010098500176334485,0.03996415598073388,0.9674267210198599,-0.14490687562365145,0.028717799329068584,0.9790019973969916
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9825345575407829,0.18712144756539834,0.022368392344297758,0.9817683655193595,-0.16801855679411515,0.040783756059549,0.9717697645728227
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9990165881513768,0.22563274768579974,0.017401152062056825,0.9858169760680929,-0.15786647703240408,0.03514130805923052,0.9750781754293775
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.097104846268477,0.28338842379228363,0.0053845438275094025,0.9956112610420496,-0.0769722453770818,0.006954065727589386,0.9940752734416103
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9337301500099883,0.2340069397468657,0.03456767206285175,0.9718251918959558,-0.21420860814679188,0.0743120607344886,0.9541146721958141
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0342956724885628,0.25735745212276934,0.010483785469871151,0.9914550611542333,-0.1295066706486666,0.02213366755037416,0.9832280222574978
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0020296125968213,0.2087474018459194,0.01738635102303799,0.9858290398377716,-0.1537092954228414,0.03298839014547572,0.9763734525006137
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.053122374364004,-0.048456718494336595,0.021711183289663687,0.9823040318773627,-0.013774457282741959,0.00019507270239588767,0.999810264326566
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.081464531543901,0.25307233447175886,0.006645626457355012,0.9945834000673608,-0.08898615358240969,0.009541022368395904,0.9920814644706077
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0903130270486883,0.06596764130821192,0.013737589284923189,0.9888030081629121,-0.039517106212914044,0.001692742894820063,0.9984383983165572
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0580971440978577,0.38451357685944093,0.004575170967634428,0.9962709503890828,-0.10356218210528556,0.013346335740606138,0.9892748744375917
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.035355234039719,0.17765925959605217,0.013103176767873507,0.9893200939213681,-0.12025645547275421,0.018685495570393566,0.9855383849171295
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.027121146364907,0.10145709302506863,0.017347300138865644,0.9858608687432834,-0.1091412633512695,0.015009294057144745,0.9880881846340889
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9712361625510337,0.09593026958576367,0.028859856481036013,0.9764774174903936,-0.15761022009666037,0.03500600677922049,0.9751590185210823
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9349000404207576,0.337981718083372,0.031152212983075682,0.9746090040075999,-0.20816679752360923,0.069112325349052,0.9566665844087647
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0491705756057792,0.37593069473247986,0.005588189747840664,0.9954452769191942,-0.1118099537938888,0.015847075695671408,0.9874985342326085
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.8895752052047463,-0.055122341025273636,0.06416649489714316,0.9477003057322169,-0.15733550626011217,0.03486134138831423,0.9752455384698742
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0848708756118652,0.09779393383074345,0.012426151985316672,0.9898719113331839,-0.05602212129652395,0.0035220495763464616,0.9968615219254375
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0206335710947432,0.08691634214963334,0.01898155826669915,0.9845288464693951,-0.11019846890731888,0.015337861915461956,0.9878562974504826
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0239941061846738,0.3438709786545674,0.00952549500306315,0.9922361276362677,-0.1356375762404406,0.024624548933409658,0.9816024479116187
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9649879833667753,0.22099853497727606,0.025589934915035913,0.979142607453716,-0.18677867127985603,0.052751770699365715,0.9651137279549314
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0332901878581493,0.14844603158130526,0.014512454365462663,0.9881714448076757,-0.11627867104065914,0.01731288503352197,0.9864792706610181
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9227460228877848,0.22296068614930348,0.03871347542506067,0.9684461036555052,-0.2230910646384282,0.08245635244112078,0.9502303768784927
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0866386293458796,0.2503369367729166,0.00656774879007902,0.9946468752220401,-0.08436494443094755,0.008489443583102479,0.9928825561511632
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9644135579270376,0.08490576979439185,0.031156942834471554,0.9746051488837953,-0.1601560668099823,0.03636550397288521,0.9743500342639565
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9358120896025668,0.007390126374183736,0.0434755679079311,0.9645647013546897,-0.1531603920365302,0.03271075843038275,0.9765418943112164
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9063621426103037,0.3050033342942892,0.04225652778839473,0.9655582950620305,-0.2348722305489257,0.09423135053383286,0.9448350353169723
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0775998968073797,0.18543797804639434,0.009134479512704942,0.992554829641613,-0.08445229290579348,0.008508655338126796,0.9928678102229541
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0119966099584397,0.15746982897804268,0.01744803543348376,0.9857787631970953,-0.13707173433751607,0.025231694992784347,0.9812113396457054
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9934669060527709,0.36034578230414016,0.014705282739129187,0.9880142776598507,-0.15840746282319862,0.035428072489276506,0.9749070757219169
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9287608439557504,-0.04847565856258376,0.04883757838692429,0.9601943284807855,-0.12642929713974593,0.020945914478285622,0.9840156328247498
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0212801383422805,0.1853149132777773,0.0148341058122921,0.9879092788228119,-0.1338637200337387,0.023886543999661367,0.9820805044587289
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0832565546773518,0.18000147971770236,0.009116287323974487,0.9925696574097527,-0.07851077272801732,0.007259019763403493,0.9938360585656496
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0207142847603687,0.4007027272853563,0.00877218984837829,0.9928501183076223,-0.13072339885298212,0.022614692301723513,0.9829113929923241
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0111773345281976,0.016519817682068783,0.023941351557098114,0.9804863056833498,-0.08929430190049137,0.009613718135257526,0.992026527648104
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0207080938637472,0.2102112597957285,0.01402377181913875,0.9885697515533958,-0.13766889170442942,0.0254872820798979,0.981047276256874
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.942331886223754,0.10991129290722756,0.036527066562924995,0.9702281632057014,-0.1876680031866157,0.053371983892600824,0.9647807205799483
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9883933107378425,0.05704673069952154,0.026519796271024822,0.9783847124696187,-0.1282003751820454,0.021624458285421245,0.9835646638031827
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0990305531606201,0.2375740012815064,0.006804748003932259,0.9944537060853107,-0.07264947300136171,0.006137296291930403,0.9947220540726244
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0117538833238076,0.0009214306069625922,0.024639496678240672,0.9799172738786855,-0.08071769710940035,0.007709739898669996,0.9934846533733551
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0527392587978013,0.10045235381871079,0.014313682275917032,0.9883334564545464,-0.0857974113126383,0.008807719506701487,0.99263880421205
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9749013863867643,0.24076377044310024,0.022348634791231572,0.9817844691570368,-0.17942080467561905,0.04780844261293913,0.9678081748495534
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0147202460797828,0.20127119342916833,0.015326938102552125,0.987507589777038,-0.14181928233247376,0.02730945682253561,0.9798872911587021
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9634274271899272,0.035577906704810466,0.03375264799313236,0.972489487331378,-0.14169194584251066,0.027252349704548783,0.979923392483363
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9672755888971347,0.20373910682398072,0.025581720693732754,0.9791493025562533,-0.18329632727191103,0.0503707606091871,0.9664024564086284
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9721634721136784,0.17847669372605401,0.02523554699641085,0.9794314557042866,-0.17583578528067223,0.04551840374439838,0.9690817766147294
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9583954975961554,0.22659084174946023,0.027222847712657688,0.9778116817078346,-0.19280072716062369,0.0570500213242163,0.9628278796063348
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0413181195912316,0.22520794111236805,0.010661494820068748,0.9913102169532408,-0.12135685983499245,0.01907671604323903,0.98527251257099
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0844052717988104,0.27246340560322757,0.005944550752017504,0.9951548204808726,-0.08743105435420484,0.009179099123235751,0.9923558107345121
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0216034781123278,0.06929278533209296,0.019634849410778633,0.9839963734527846,-0.10295050817568718,0.013171164696909364,0.9894011928663677
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9813286086408068,0.16156739290262878,0.023625555594164207,0.980743699083736,-0.16494188923764252,0.03901472338305826,0.9727941731747173
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9840564900906985,0.3915769907927775,0.016114195557596963,0.9868659258638871,-0.16102433174080177,0.036837002158251884,0.9740711645874283
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9953395611516762,-0.13411666819948823,0.035547365433854394,0.9710266807124832,0.0009828738937649462,9.641448939489432e-07,0.999999033958909
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0070577797688975,0.18682703967316278,0.017219423948603804,0.9859650958117175,-0.14654348590572464,0.029482902833372415,0.9785250067385987
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9423509284476073,0.22114772825968174,0.032209800600404744,0.9737470041564881,-0.20621354448658458,0.06748806958992225,0.9574759740702794
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.930150340433265,0.0049198333868486765,0.04549404370924183,0.9629195177200734,-0.1570198495212063,0.034695601152098306,0.9753447668563378
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9927469229058313,0.27874636277545767,0.017016393072265792,0.986130578635369,-0.16490704525084798,0.03899498708708111,0.9728056664266348
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0222618031981734,0.2311537852998576,0.01306051330474505,0.9893548673039816,-0.13829248439755826,0.025755939476401372,0.9808751887591511
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0598501933046167,0.07045986122123399,0.015046677875905105,0.9877360193366166,-0.06882201202007343,0.005462473308554124,0.9952635306615089
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9940521455310674,0.34242929006134737,0.015008937531056822,0.9877667800708642,-0.16005553654704519,0.03631117141505291,0.9743822252206374
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9998619104054938,0.3596058946380847,0.013400786444795263,0.9890775234780379,-0.15338402142886265,0.03282368363866165,0.9764733419703102
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9899106523340057,0.14202574692661196,0.022441178140942854,0.9817090405567341,-0.15333661627500605,0.03279972441714712,0.9764878821093316
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.008530477127081,0.19856548964050863,0.01651839830034,0.986536475425593,-0.14686822689104084,0.02963626505059822,0.9784297239298817
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0642354108329006,0.24342132640119188,0.007891354551306056,0.9935680539968164,-0.10311809349010104,0.013219018925147975,0.9893666587949668
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0136958631900201,0.2212611612515994,0.014801083704568818,0.9879361938996097,-0.14484990304872336,0.028691398606667213,0.9790185055867754
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.046350595277239,0.2362470380821719,0.009725919166937654,0.9920727694458085,-0.11795978926008399,0.017885093187113288,0.9860854881177166
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9700797883851928,0.08723596097659693,0.029547395930753676,0.9759170299692284,-0.1558352140486795,0.03407820728261805,0.9757153860624023
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9356202557177484,0.12365060304514083,0.0381024478372882,0.9689441292384968,-0.1972686388196888,0.06039147474006859,0.9610850841382271
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0471606684563628,0.09296254205700888,0.015203624140042005,0.9876080983453892,-0.08835657583747092,0.009393506635219729,0.9921931155062772
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0486741977514396,0.17341849271166038,0.011719535300027372,0.990447847990849,-0.10777541664501011,0.01459120135433814,0.9883844595669945
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9620349566702984,0.17406682014351388,0.02809484884849873,0.977100946410874,-0.18403167436797851,0.05086728448829504,0.9661323428293184
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0022259762276289,0.08435666761064213,0.022357854903701718,0.9817769541904787,-0.125905054660731,0.020747659604584072,0.9841479172108784
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9938018402584055,0.22466136053633243,0.0185145674613334,0.9849094730937049,-0.16227820489208322,0.03752500514819762,0.973665784217003
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0044834047013436,0.05841393553585092,0.023122382844174547,0.9811538162489408,-0.1141846297694713,0.016616091413592923,0.9869618703244087
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9585865814898227,0.21704736002843766,0.027495674473068398,0.9775893108867321,-0.19198932386889445,0.0564572812051779,0.9631400995203647
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.095541232726148,0.17757023790726048,0.008947475810042476,0.9927072493193884,-0.06722692336156544,0.005194388974491093,0.9954805407753382
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0747155134843887,0.28401606608831237,0.0059970748536171195,0.9951120100630719,-0.09593150874405931,0.011259520158739655,0.9907971456300885
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.071769247734556,0.15898779848758537,0.010440694654835605,0.9914901828552974,-0.08447539138212556,0.00851373994827646,0.9928639082508367
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0318800909231425,0.20243690380036708,0.012652831015831425,0.9896871537893622,-0.12702372420294183,0.02117214211851713,0.983864973489615
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0791795439481737,0.20179805380260696,0.008468890773211266,0.9930973259652691,-0.0856543904914111,0.008775633763390788,0.9926633253895448
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0570139291554688,0.0830487239950977,0.014705152261194544,0.9880143840075031,-0.07604313665562945,0.006773554871743747,0.9942174413675733
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9225828572417119,0.16163610707643677,0.04101681422097313,0.9665687389184342,-0.21664278390875558,0.07648367702035068,0.9530659041802643
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0971411128240125,0.23680563961672255,0.006837356413986859,0.9944271281979078,-0.07420996769348531,0.006425389865115973,0.9944928806949319
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0567826776050318,0.34620820690125287,0.005559315097156712,0.9954688115599016,-0.10871851105479668,0.014879119040512916,0.988180285354028
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0239732372745438,0.17497612410096436,0.014805975957478526,0.9879322064084453,-0.12980126811778792,0.022249537034648135,0.9831516307950141
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0481878399013786,0.1723780261018257,0.01180940993210071,0.9903745945618219,-0.1080116646914242,0.014663004536775135,0.9883334802905873
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9802044342675964,0.10595080726518687,0.026190558533762724,0.9786530617542076,-0.15261762628806164,0.03243773615501185,0.9767078601461976
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0370536672730417,0.24152202522062646,0.010636411038967291,0.9913306617988693,-0.12632275962660677,0.020905529147819908,0.9840425604003186
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0590893852758765,0.27848381856682936,0.007194649319773063,0.9941359122016684,-0.10905486338907555,0.014982633397485703,0.98810703677119
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0907404824678193,0.21853633824956767,0.007532174321372424,0.9938608082799149,-0.07779498177760225,0.007116200969852415,0.9939479408102225
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0918153243098696,0.2209528289177484,0.0074302479166999304,0.9939438846550657,-0.07714866210674531,0.006988650236620204,0.9940480839351392
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0780722603984962,0.14149406135493478,0.010823957349523313,0.991177799861828,-0.07480550254529472,0.0065373390171191295,0.9944041367889459
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.1213894053780282,0.23451311594884489,0.007362680695167141,0.9939989561535846,-0.05299660312334853,0.003131792604236159,0.9971913600573863
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.034046262156182,0.2701712503414938,0.010120690698256864,0.9917510060328821,-0.1300913423303356,0.0223639999996034,0.9830762426506914
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9578740785190176,0.11955791065177608,0.03145452996290276,0.9743625968188909,-0.1763848748223632,0.04586422457354407,0.9688883759338993
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9792246487974969,0.17447982264520123,0.023631463020949553,0.9807388841625646,-0.16902553955306399,0.041374171424100555,0.9714303669787956
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9820930748520016,0.22285438973387717,0.02120017789264046,0.9827205331382831,-0.17221198775186042,0.04328012372260451,0.9703430312745531
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9727943530838402,0.2083761340516398,0.023982542166365743,0.9804527327684687,-0.17898427031109732,0.04752550885050714,0.967964630981204
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9918453981076216,0.1191338246832343,0.022970173754316918,0.981277876147757,-0.14593204012425987,0.029195535699922545,0.9787038396651714
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0453952517847336,0.28177859633538727,0.00840515861232216,0.9931492716502387,-0.12065228188697352,0.01882564211698912,0.9854430268754663
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9753806353408916,0.23492849000370597,0.022421360384464007,0.9817251932639466,-0.17873651036836058,0.04736543355163866,0.9680532598613409
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9707127355499302,0.06950328823299637,0.030194254043874456,0.9753898002739633,-0.1490143882833601,0.030662811576293376,0.9777947120845359
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9996088778338263,0.22892337522079367,0.017170598367201563,0.9860048917049462,-0.1576024299889065,0.03500189904996336,0.9751614740615918
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.1083643604163589,0.2405196116901891,0.006776930061588892,0.9944763794428324,-0.06485990915582951,0.004810600805036912,0.9957931921842975
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0453256182662356,0.22511758972116866,0.010210290520543366,0.9916779765909663,-0.11788524136533562,0.017859475382411907,0.9861030698682366
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0484412879753515,0.08434746168568116,0.015456812549697918,0.9874017340046476,-0.08423697471850389,0.008461343250661417,0.9929041320902742
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9568120431529993,0.18704009292787754,0.029076066008267697,0.976301193244545,-0.190445337500315,0.0553411694969477,0.9637305734243911
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.093210252363067,0.08128251350106243,0.01298368385096001,0.9894174880993072,-0.04273610646288395,0.0019930883402986864,0.998173625204393
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.951343051363466,0.09136490786100508,0.03458181502469088,0.9718136645002112,-0.17403885442710887,0.04439900076323556,0.9697104771496996
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9565431875828837,0.1475165431676165,0.03067944200448859,0.9749943418334921,-0.18408704895776062,0.05090480966453229,0.966111958406023
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0945587599260362,0.0914763363515805,0.012507554407752626,0.9898055632832727,-0.04515126073897202,0.0022359938507129883,0.9979613636536814
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9063863093828756,0.1703526946951377,0.046688722693832244,0.9619457798566857,-0.2321796760809588,0.09143852142540485,0.946092598014941
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0726520853220443,0.14668190219644572,0.010881072740296283,0.9911312472570737,-0.08089519847480364,0.007746676493537812,0.9934559668637222
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9739942942314043,0.281513080858212,0.021308742269386206,0.982632046402,-0.18053797660738613,0.04853773185489247,0.9674060390025109
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.940738902828564,0.2101434476248004,0.03310304853894548,0.9730189513905408,-0.20680795142535968,0.06797946798776613,0.957230471227246
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9677057606036465,-0.0003003827237215567,0.03441738928828445,0.9719476817277003,-0.1201060133571683,0.018632400224372004,0.9855745455554477
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9941936544807015,0.15252804784775734,0.021094116479275723,0.9828069798033452,-0.15180840417607477,0.03203344890990599,0.9769542084215135
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0150405865261076,0.23341920262532156,0.014159684367480737,0.9884589743520411,-0.14466606170443064,0.02860631445844735,0.9790717305909299
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0196823905135686,0.31091891853894554,0.011049957585806845,0.9909935955776291,-0.14151121329068173,0.027171427485477084,0.9799745765129992
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,1.0408102328616797,0.2800103408302555,0.008979122449590338,0.992681455334917,-0.12450561283842743,0.02022418961062363,0.9844983523717277
fixed_lambda,cloud,sigma2,0.1,cloud,0.1,0.31622776601683794,0.05,0.05179536610433671,0.9745775050039223,0.1408764583454803,0.026099073477714826,0.9787276277791875,-0.16668669472546738,0.04001153727094112,0.9722155458014988
