feature,feature_dim,n,sigma,noise_signal_ratio,retained_signal_fraction,residual_signal_fraction,de_alpha_cv,de_lambda,de_kappa,de_effective_noise_variance,de_df2,de_variance_scale,de_gen_error,de_gen_error_normalized,de_r2_gen,de_slope_gen,de_acc_error,de_acc_error_normalized,de_r2_acc,de_slope_acc,de_acc_numerator,de_acc_denominator,de_mean_feature_norm_sq,de_mean_pixel_gradient_norm_sq,n_trials,mc_elapsed_seconds,case_path,mc_alpha_cv,mc_alpha_cv_std,mc_alpha_cv_se,mc_alpha_cv_median,mc_alpha_cv_q25,mc_alpha_cv_q75,mc_gen_error_normalized,mc_gen_error_normalized_std,mc_gen_error_normalized_se,mc_gen_error_normalized_median,mc_gen_error_normalized_q25,mc_gen_error_normalized_q75,mc_r2_gen,mc_r2_gen_std,mc_r2_gen_se,mc_r2_gen_median,mc_r2_gen_q25,mc_r2_gen_q75,mc_slope_gen,mc_slope_gen_std,mc_slope_gen_se,mc_slope_gen_median,mc_slope_gen_q25,mc_slope_gen_q75,mc_acc_error_normalized,mc_acc_error_normalized_std,mc_acc_error_normalized_se,mc_acc_error_normalized_median,mc_acc_error_normalized_q25,mc_acc_error_normalized_q75,mc_r2_acc,mc_r2_acc_std,mc_r2_acc_se,mc_r2_acc_median,mc_r2_acc_q25,mc_r2_acc_q75,mc_slope_acc,mc_slope_acc_std,mc_slope_acc_se,mc_slope_acc_median,mc_slope_acc_q25,mc_slope_acc_q75
pca_full,10000,1000,3.0,0.0013277659104370839,1.0,0.0,15.848931924611142,0.01584893192461114,0.05738709171074025,9.0,317.1995764973191,0.016588336824468464,7.588336824468466,0.001119503883604847,0.9988804961163952,1.0040106821087895,87.2532306993335,0.012872429477564163,0.9836220083206092,0.886543270461536,601.6585384564007,678.6567091566509,561.1176547908016,678.6567091566509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pca_full,10000,1000,5.0,0.003688238640103011,1.0,0.0,39.81071705534978,0.039810717055349776,0.09022809125373069,25.0,233.73398594850096,0.03850797898512336,13.507978985123364,0.001992826001705258,0.9980071739982947,1.0058225154530944,118.98636011879067,0.017554003641413424,0.9766746199030208,0.8675084770960292,581.2237319737486,669.9919912245535,531.2686070954643,669.9919912245535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pca_full,10000,1000,8.233045159950235,0.01,1.0,0.0,79.43282347242821,0.07943282347242821,0.13973891756842338,67.78302734375,172.9887668507723,0.0920581777552937,24.27515041154368,0.0035813019096867164,0.9964186980903132,1.0080629129026932,185.8749928385453,0.02742205323263973,0.9606135107346804,0.8344039456006281,557.2396167274503,667.8295562544747,497.48446828043603,667.8295562544747,50,0.7537798329722136,/n/home12/binxuwang/Github/AccentuationPredRMT/tables/ffhq_linear_feature_cases/ffhq_feature_pca_full_nsr0p01_trials50_seed20260814.npz,77.08655624389648,8.947694750610044,1.2653951268287271,79.43282318115234,70.7945785522461,79.43282318115234,0.0035381534348407277,0.00024823248903237756,3.510537526112189e-05,0.003509441710382401,0.0033599480606440707,0.003676419122903389,0.9964618465651592,0.0002482324890323832,3.510537526112269e-05,0.9964905582896175,0.9963235808770966,0.9966400519393559,1.0075413318477564,0.0032965913185195256,0.00046620841522517165,1.0073665424777776,1.0052058890366422,1.0100912525604047,0.030836676287904433,0.011363995460095498,0.0016071116502413333,0.028979496551003552,0.022480623067362135,0.038021624339775795,0.9534535391216231,0.02131473711160099,0.003014359030164325,0.9579080737683294,0.941328109714533,0.9688895756978549,0.827188266112803,0.03150608815161548,0.0044556337161336885,0.8297715261193281,0.8050087837351144,0.8500650064556949
pca_full,10000,1000,10.0,0.014752954560412044,1.0,0.0,100.0,0.1,0.16432172272468756,100.0,154.5400499301247,0.13060109860019362,30.601098600193616,0.00451456617147345,0.9954854338285265,1.008949345934193,233.99553918135535,0.034521255568816515,0.947925718878738,0.8142010345324374,547.2603752414138,672.1440430933415,483.86036866379675,672.1440430933415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pca_full,10000,1000,14.260051964535403,0.029999997671085327,1.0,0.0,158.48931924611142,0.15848931924611143,0.23204310351409677,203.34908203125002,121.29038895232917,0.2501348939647485,46.785811933498465,0.006902289575268864,0.9930977104247312,1.011367928747572,301.50553586581714,0.044480974703410836,0.9285642090777262,0.7890948680012484,524.0753658055497,664.1474771379715,453.196925098238,664.1474771379715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pca_full,10000,1000,20.0,0.059011818241648174,1.0,0.0,251.18864315095823,0.25118864315095824,0.3357172985650772,400.0,93.31157460166447,0.4700593447383461,70.05934473834613,0.01033582329457063,0.9896641767054294,1.0148332290454811,342.0380796581665,0.050460722471275254,0.9160654672141104,0.7753653578112333,496.54085876513835,640.3959807629474,418.5068484935283,640.3959807629474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pca_full,10000,1000,26.03517478446803,0.1,1.0,0.0,354.81338923357606,0.3548133892335761,0.448823655511794,677.8302734375002,75.776950899844,0.7735948537433782,95.76458030587806,0.01412810501749549,0.9858718949825045,1.0180806173712966,383.4254357045532,0.056566580302554625,0.9026211725690233,0.7621627020365506,473.1754278283113,620.8325683793688,390.41704243296306,620.8325683793688,50,0.7475423950236291,/n/home12/binxuwang/Github/AccentuationPredRMT/tables/ffhq_linear_feature_cases/ffhq_feature_pca_full_nsr0p1_trials50_seed20260814.npz,335.3797817993164,42.773700083105105,6.049114677040642,354.8133850097656,316.2277526855469,354.8133850097656,0.014126792264485648,0.0011699390867159795,0.00016545437235841306,0.014053199409887286,0.013208262915620873,0.015157334618447366,0.9858732077355142,0.0011699390867159806,0.00016545437235841322,0.9859468005901126,0.9848426653815526,0.9867917370843792,1.0159463671255087,0.01137612313224578,0.0016088267620848276,1.015470335746629,1.0086308625438891,1.0228467970161639,0.0729434491850551,0.028248673411342445,0.003994965705736873,0.06720321173192759,0.05497076088947803,0.08578884515146425,0.8551804747811741,0.07966049560124823,0.011265695326464752,0.877518808977751,0.8284199803226311,0.9062018146197843,0.7348714988389746,0.052003993735600294,0.007354475323845141,0.7407724576650928,0.7071028341878587,0.7655416104006632
pca_full,10000,1000,30.0,0.1327765910437084,1.0,0.0,398.1071705534977,0.3981071705534977,0.4955315444985753,900.0,70.55863532991144,1.0131927100118945,113.19271001189448,0.016699269073753766,0.9833007309262463,1.0182227695767567,500.9035636742512,0.07389807514034688,0.860625962755507,0.7281579959970371,464.9120405516259,638.4768732986868,380.7534929672544,638.4768732986868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pca_full,10000,1000,40.0,0.2360472729665927,1.0,0.0,630.9573444801943,0.6309573444801942,0.7433861141234219,1600.0,52.57387267297151,1.7583877323679804,158.38773236798016,0.023366870185515153,0.9766331298144848,1.0255829147886355,429.90636056973483,0.06342389002717413,0.8866908275172753,0.748158998518561,429.79142127123384,574.465350443247,341.0858638712167,574.465350443247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pca_full,10000,1000,45.09424376029051,0.2999999767108532,1.0,0.0,707.9457843841387,0.7079457843841387,0.8244781228214424,2033.4908203124996,48.74647525249921,2.2153190616891,181.8282413766007,0.026825037828286227,0.9731749621717137,1.0263164776775704,511.2694724579056,0.07542735295297318,0.8566419290783354,0.7253595933716723,420.5620553784434,579.7980191087768,331.0032866061462,579.7980191087768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
