feature,family,t,feature_dim,cutoff,taper_power,whitening_power,taper_strength,low_high_backprop_gain_ratio,retained_signal_fraction,n,sigma,noise_signal_ratio,de_alpha_cv,de_lambda,de_kappa,de_effective_noise_variance,de_df2,de_variance_scale,de_gen_error,de_gen_error_normalized,de_r2_gen,de_slope_gen,de_acc_error,de_acc_error_normalized,de_r2_acc,de_slope_acc,de_acc_numerator,de_acc_denominator,de_mean_feature_norm_sq,de_mean_pixel_gradient_norm_sq,dataset,n_trials,mc_elapsed_seconds,case_path,mc_alpha_cv,mc_alpha_cv_std,mc_alpha_cv_se,mc_alpha_cv_median,mc_alpha_cv_q25,mc_alpha_cv_q75,mc_gen_error_normalized,mc_gen_error_normalized_std,mc_gen_error_normalized_se,mc_gen_error_normalized_median,mc_gen_error_normalized_q25,mc_gen_error_normalized_q75,mc_r2_gen,mc_r2_gen_std,mc_r2_gen_se,mc_r2_gen_median,mc_r2_gen_q25,mc_r2_gen_q75,mc_slope_gen,mc_slope_gen_std,mc_slope_gen_se,mc_slope_gen_median,mc_slope_gen_q25,mc_slope_gen_q75,mc_acc_error_normalized,mc_acc_error_normalized_std,mc_acc_error_normalized_se,mc_acc_error_normalized_median,mc_acc_error_normalized_q25,mc_acc_error_normalized_q75,mc_r2_acc,mc_r2_acc_std,mc_r2_acc_se,mc_r2_acc_median,mc_r2_acc_q25,mc_r2_acc_q75,mc_slope_acc,mc_slope_acc_std,mc_slope_acc_se,mc_slope_acc_median,mc_slope_acc_q25,mc_slope_acc_q75
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,1.5183740752241055,0.00132776601351,12.589254117941687,0.012589254117941687,9.013985889776336,2.3054598323126574,99.72086792743703,1.5652716725471985,1562.966212714886,0.9001472888059535,0.09985271119404648,0.99992364678335,1736.3214373834826,0.9999864498935961,-21785410765.22548,6.775076152780981e-06,69.10336786514395,10199644.447801363,17.314982693547464,10199644.447801363,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,2.530623458707986,0.00368823892642,35.481338923357605,0.03548133892335761,9.039406523484004,6.40405508976317,99.21650379525478,1.5698228660413955,1563.4188109516326,0.9004079502792545,0.09959204972074553,0.999845097652052,1736.3214460421273,0.9999864548803038,-21801454709.97061,6.772582782083016e-06,68.92839224299367,10177563.635743946,17.2274076814012,10177563.635743946,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,4.166947281934958,0.01,100.0,0.1,9.110975772792461,17.36344965042513,97.81689220034279,1.5819796909712545,1564.6162413208292,0.9010975772792482,0.09890242272075178,0.999999999999998,1736.3214604006303,0.9999864631496876,-21828099238.504414,6.7684480621407535e-06,68.4404914310716,10111696.330196107,16.984386826817147,10111696.330196107,vanhateren,25,24.104794874001527,/n/home12/binxuwang/Github/AccentuationPredRMT/tables/vanhateren_feature_interpolation_cases/vanhateren_feature_path_power_t000_n1000_trials25_seed20260828.npz,433.1640344455789,986.9986579268461,197.39973158536924,9.999999974752427e-07,9.999999974752427e-07,112.20184326171875,0.9033856759468702,0.004391409184362388,0.0008782818368724776,0.9027489779600028,0.9003992397819168,0.9057342555310184,0.09661432405312986,0.004391409184362388,0.0008782818368724776,0.09725102203999725,0.09426574446898162,0.09960076021808317,1.0354226935366173,0.10494307042708254,0.020988614085416506,0.9900669228085409,0.9875239440118154,1.0034175519312587,0.9999849774683376,2.6807498260523758e-05,5.361499652104752e-06,0.9999816224887936,0.9999707805484117,1.0000073312116335,-57403153855.73629,214259523203.38156,42851904640.676315,-9873756243.138395,-18759424793.071762,-3884677163.143066,7.51138027980711e-06,1.3403837380063961e-05,2.6807674760127923e-06,9.188797820196803e-06,-3.6655990984070896e-06,1.460983251777413e-05
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,5.061246917419402,0.014752955705699998,141.25375446227554,0.14125375446227553,9.156680061106123,25.616220359087404,96.93853576489659,1.5911222005620511,1565.5059802029639,0.901609997852376,0.09839000214762395,0.9993162408714026,1736.3214898202368,0.9999864800930987,-21882844876.83879,6.759976299256286e-06,68.13251442147052,10078809.659283312,16.831873849397166,10078809.659283312,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,7.217364404772381,0.03,316.2277660168379,0.3162277660168379,9.350048741155176,52.09034895127538,93.3501908082636,1.6203831903449102,1568.2928413936347,0.9032150137027849,0.0967849862972151,1.0017323213358258,1736.3214748732426,0.9999864714847896,-21855004974.74407,6.764280482910495e-06,66.85960308437546,9884215.069628146,16.208813379568635,9884215.069628146,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,10.122493834838805,0.05901182282279999,562.341325190349,0.5623413251903491,9.620791952536274,102.46488143634961,88.65152211452863,1.6757935558522015,1573.328674415852,0.9061152628604136,0.09388473713958645,0.9971384725160459,1736.3216574247633,0.9999865766203038,-22198697692.759834,6.711712371686508e-06,65.15523078034906,9707691.148269061,15.392962406691678,9707691.148269061,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,13.177044300762265,0.1,1000.0,1.0,10.099019513592783,173.6344965042513,81.17658368865823,1.7535381684292919,1579.9036719250403,0.9099019513592783,0.09009804864072168,0.9999999999999997,1736.321687833464,0.9999865941333563,-22256735688.4611,6.70295578668282e-06,62.34786324054067,9301547.738746995,14.09505523671539,9301547.738746995,vanhateren,25,24.104794874001527,/n/home12/binxuwang/Github/AccentuationPredRMT/tables/vanhateren_feature_interpolation_cases/vanhateren_feature_path_power_t000_n1000_trials25_seed20260828.npz,341.23143874272216,776.699747741329,155.3399495482658,9.999999974752427e-07,9.999999974752427e-07,177.82794189453125,0.9124844206596903,0.0038295780213195786,0.0007659156042639157,0.9114776615825017,0.9099300809788992,0.9144774215777367,0.08751557934030967,0.0038295780213195786,0.0007659156042639157,0.08852233841749835,0.0855225784222633,0.09006991902110084,0.9311474215111675,0.07454046890644571,0.014908093781289142,0.9025460382764772,0.8904027126072178,0.92163292655523,0.9999861198245168,2.5382619865165715e-05,5.076523973033143e-06,0.9999875096928244,0.9999659264851521,0.9999993758794111,-547191710142.6498,2079719136927.6343,415943827385.52686,-10884379704.37675,-84279898009.7992,-3053476909.068134,6.940189138968876e-06,1.2691389893087968e-05,2.5382779786175936e-06,6.245173088854489e-06,3.1206034316282464e-07,1.7036902551908855e-05
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,15.183740752241055,0.13277660135100003,1258.9254117941662,1.2589254117941662,10.380206754408992,230.54598323126578,77.21464788368097,1.8153152601004063,1584.7692768691402,0.9127041623496392,0.08729583765036075,0.9934873736022947,1736.32191033419,0.9999867222765138,-22688412080.45943,6.6388837804819525e-06,60.80734433664625,9159272.30348833,13.40712650803599,9159272.30348833,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,20.244987669669033,0.236047291291,2238.7211385683377,2.2387211385683377,11.434507544743521,409.8595257450512,64.67595044926294,2.0080270820477613,1598.16755630271,0.9204205319094414,0.0795794680905586,0.9896399505934561,1736.3221920237193,0.99998688450783,-23253175118.935577,6.557767587127547e-06,55.65159281519809,8486362.481713807,11.229976092191672,8486362.481713807,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,22.82331022250615,0.3,3162.2776601683795,3.1622776601683795,12.41695189005732,520.9034895127538,55.55105035916431,2.126176861468854,1605.2733719561004,0.9245129304802614,0.0754870695197386,1.0129725109737062,1736.321758200765,0.9999866346594629,-22391914499.82175,6.682692597690611e-06,51.57655452654519,7717930.126603293,9.6455786593958,7717930.126603293,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,30.3674815045107,0.5311064054050001,5623.413251903491,5.623413251903491,14.998348743020177,922.1839329267995,39.0705640265547,2.547791004692035,1625.607071765236,0.9362235641495551,0.0637764358504449,1.0207390309500055,1736.3218724353135,0.9999867004497008,-22614001401.46399,6.6497972594776255e-06,43.25447343679663,6504630.404355288,6.783997712887936,6504630.404355288,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,41.66947281934957,1.0,10000.0,10.0,19.5124921972504,1736.3449650425127,23.766385774174967,3.3880417582127036,1651.6967931701909,0.9512492197250393,0.048750780274960714,1.0000000000000007,1736.322699597503,0.9999871768309535,-24325451092.6838,6.411605077489555e-06,33.7355472988472,5261638.371534926,4.1266644276246724,5261638.371534926,vanhateren,25,24.104794874001527,/n/home12/binxuwang/Github/AccentuationPredRMT/tables/vanhateren_feature_interpolation_cases/vanhateren_feature_path_power_t000_n1000_trials25_seed20260828.npz,3719.638779976875,6967.005609355166,1393.4011218710332,9.999999974752427e-07,9.999999974752427e-07,5623.4130859375,0.9967107157016619,0.028794969604948435,0.005758993920989687,1.0097973632445112,0.9618852857448578,1.0166407305063685,0.0032892842983380842,0.028794969604948432,0.005758993920989686,-0.009797363244511192,-0.016640730506368495,0.038114714255142235,0.6588601798833362,0.3595101886752571,0.07190203773505141,0.47512152220051296,0.458301855199439,0.7618563754633537,0.9999912538598947,2.7281923828542797e-05,5.45638476570856e-06,0.9999935922713447,0.9999674961354001,1.0000153333366706,-60643667856.86169,156918152564.3433,31383630512.86866,-11611323322.613197,-36247768195.26481,-3785897190.5649176,4.373168932592821e-06,1.3641054149674758e-05,2.7282108299349518e-06,3.2038694601061744e-06,-7.666638946630862e-06,1.6252064364674814e-05
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,50.612469174194025,1.47529557057,14125.375446227554,14.125375446227554,23.720858754501418,2561.6220359087406,16.363375388505773,4.229541722127601,1667.919686218861,0.9605923476030143,0.03940765239698574,0.9748403538399135,1736.3234703112257,0.9999876207022684,-26101166108.529785,6.18966802174097e-06,27.992561165035127,4522465.674526054,2.841246446693256,4522465.674526054,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,72.17364404772381,3.0000000000000004,31622.776601683792,31.622776601683793,41.386854400296514,5209.034895127539,5.565928510741951,6.902838537883539,1693.8036427559985,0.9754994985771893,0.024500501422810683,1.0400407217592424,1736.3223828956513,0.9999869944352556,-23647927650.124653,6.502803515491466e-06,16.325819892233714,2510581.7595966295,0.9664371945413363,2510581.7595966295,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,91.10244451348444,4.77995764864,50118.72336272735,50.11872336272735,59.95466701578002,8299.655396332511,2.69144849737039,10.006427792324375,1706.772395991864,0.9829684943683269,0.017031505631673105,1.0396628838394943,1736.3225628933935,0.9999870980999915,-24029472820.07046,6.45097081173188e-06,11.352701681701074,1759843.9076882498,0.4673283047080314,1759843.9076882498,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,15601761.081042025,1.0,1000,131.77044300762265,10.0,100000.0,100.0,109.90983667184014,17363.44965042513,0.812942574486326,19.084139151379457,1720.6895009543266,0.9909836671840133,0.009016332815986683,1.0000000000000004,1736.3235923437887,0.9999876909835578,-26400081587.41388,6.154527160286301e-06,6.239303667762709,1013774.6581123974,0.141154874607803,1013774.6581123974,vanhateren,25,24.104794874001527,/n/home12/binxuwang/Github/AccentuationPredRMT/tables/vanhateren_feature_interpolation_cases/vanhateren_feature_path_power_t000_n1000_trials25_seed20260828.npz,11282780.304688223,56365736.84816926,11273147.369633852,9.999999974752427e-07,9.999999974752427e-07,22387.2109375,1.7282925095456698,0.45966583773976677,0.09193316754795336,1.9813251313982954,1.044946909855346,2.042345630695309,-0.7282925095456697,0.45966583773976677,0.09193316754795336,-0.9813251313982954,-1.042345630695309,-0.04494690985534611,114.65581561822508,572.4260765142935,114.4852153028587,0.08241292165384807,0.07533984626453104,0.2976637167413405,0.9921223452600526,0.03935591135323758,0.007871182270647516,0.9999936794637652,0.9999879426817218,1.0000008865348289,-491454090057.97345,1148398494649.1072,229679698929.82144,-40121254781.51323,-285493099866.4933,-10595969739.563498,0.004154224603275594,0.02075494129291311,0.004150988258582622,3.1602731111274052e-06,-4.432673160850938e-07,6.028677311538196e-06
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,0.0,0.0,1e-06,9.999999999999999e-10,0.222700227989476,0.0,273.3243425976344,0.032453746791990264,32.453746791990284,0.0186908404985041,0.9813091595014959,1.116616468714799,1629.53925816035,0.9384881984672051,-960.3813973156842,0.03124399435812261,500.2234200042455,16010.226294071797,763.3268503481125,16010.226294071797,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,0.005061246917419403,1.47529557057e-08,1e-06,9.999999999999999e-10,0.222700227989476,2.5616220359087406e-05,273.3243425976344,0.032453782043233514,32.45375642701317,0.018690846047529828,0.9813091539524702,1.116616460927981,1629.5393696254616,0.9384882626624623,-960.3835020824694,0.031243961225292622,500.2234200042455,16010.243272204052,763.3268503481125,16010.243272204052,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,0.015183740752241055,1.32776601351e-07,1e-06,9.999999999999999e-10,0.222700227989476,0.00023054598323126577,273.3243425976344,0.03245406405317947,32.45383350719626,0.018690890439735663,0.9813091095602643,1.1166163986334405,1629.5402613379806,0.9384887762196972,-960.4003402996921,0.031243696165182546,500.2234200042455,16010.379097262063,763.3268503481125,16010.379097262063,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,0.05061246917419403,1.4752955705700001e-06,1e-06,9.999999999999999e-10,0.222700227989476,0.0025616220359087408,273.3243425976344,0.032457271916314735,32.45471029427885,0.01869139540107701,0.981308604598923,1.1166156900335316,1629.5504035202766,0.9384946173299029,-960.5918853989532,0.03124068142293308,500.2234200042455,16011.924107296929,763.3268503481125,16011.924107296929,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,0.15183740752241054,1.3277660135099999e-05,1e-06,9.999999999999999e-10,0.222700227989476,0.023054598323126573,273.3243425976344,0.03248547291091042,32.4624183125873,0.01869583462166027,0.9813041653783398,1.1166094606224841,1629.6394827525503,0.9385459200572221,-962.2766195037689,0.03121420321248404,500.2234200042455,16025.506613097925,763.3268503481125,16025.506613097925,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,0.25306234587079857,3.688238926419999e-05,1e-06,9.999999999999999e-10,0.222700227989476,0.06404055089763168,273.3243425976344,0.03254187490010187,32.477834349204265,0.018704713062826818,0.9812952869371732,1.1165970020089058,1629.8171962593294,0.9386482692507044,-965.6505113863061,0.031161381214237296,500.2234200042455,16052.671624699962,763.3268503481125,16052.671624699962,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,0.3542872842192847,7.22894829579e-05,1e-06,9.999999999999999e-10,0.222700227989476,0.1255194797594762,273.3243425976344,0.032626477883889185,32.50095840412973,0.018718030724576656,0.9812819692754233,1.1165783146098074,1630.0826596662591,0.9388011555793282,-970.7224083923721,0.031082482571747425,500.2234200042455,16093.419142103083,763.3268503481125,16093.419142103083,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,0.5061246917419403,0.00014752955705700003,1e-06,9.999999999999999e-10,0.222700227989476,0.2561622035908741,273.3243425976344,0.03280625922443719,32.55009702084634,0.01874633075579505,0.981253669244205,1.1165386059635225,1630.642400716438,0.9391235230013831,-981.5442534595438,0.030916142430706325,500.2234200042455,16180.007616584691,763.3268503481125,16180.007616584691,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,0.7591870376126245,0.000331941503378,1e-06,9.999999999999999e-10,0.222700227989476,0.5763649580790325,273.3243425976344,0.033246899764995244,32.67053480691623,0.018815693577408636,0.9811843064225914,1.1164412927934122,1631.9897001261431,0.9398994629423684,-1008.3218231193648,0.030515877931789802,500.2234200042455,16392.23426972552,763.3268503481125,16392.23426972552,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,1.0122493834838806,0.0005901182282280001,1e-06,9.999999999999999e-10,0.222700227989476,1.0246488143634964,273.3243425976344,0.033863796521777956,32.839147707414476,0.018912801527667885,0.9810871984723322,1.116305082849412,1633.8192436262896,0.9409531380685561,-1046.4152196725954,0.029972609629729988,500.2234200042455,16689.351584123368,763.3268503481125,16689.351584123368,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,1.5183740752241055,0.00132776601351,1e-06,9.999999999999999e-10,0.222700227989476,2.3054598323126574,273.3243425976344,0.0356263586840054,33.32089885169276,0.01919025281412149,0.9808097471858785,1.1159160946554265,1638.7099620836993,0.9437698124943605,-1159.1414892987857,0.028521841473334742,500.2234200042455,17538.25819668438,763.3268503481125,17538.25819668438,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,2.530623458707986,0.00368823892642,1e-06,9.999999999999999e-10,0.222700227989476,6.40405508976317,273.3243425976344,0.04126655760315137,34.86250251338822,0.020078096930775877,0.9799219030692241,1.1146731521573423,1651.6404111350175,0.9512167480467101,-1558.5726899848826,0.024696586673300894,500.2234200042455,20254.759356888353,763.3268503481125,20254.759356888353,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,13519.466853070875,1.0,1000,4.166947281934958,0.010000000000000002,1e-06,9.999999999999999e-10,0.222700227989476,17.36344965042513,273.3243425976344,0.05634810663953758,38.98465698911247,0.022452138125765794,0.9775478618742343,1.1113631595644682,1673.7931815072009,0.9639750252428783,-2916.3452816266395,0.018177701799924284,500.2234200042455,27518.51832041436,763.3268503481125,27518.51832041436,vanhateren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
