feature,family,t,feature_dim,cutoff,taper_power,whitening_power,taper_strength,low_high_backprop_gain_ratio,retained_signal_fraction,n,sigma,noise_signal_ratio,de_alpha_cv,de_lambda,de_kappa,de_effective_noise_variance,de_df2,de_variance_scale,de_gen_error,de_gen_error_normalized,de_r2_gen,de_slope_gen,de_acc_error,de_acc_error_normalized,de_r2_acc,de_slope_acc,de_acc_numerator,de_acc_denominator,de_mean_feature_norm_sq,de_mean_pixel_gradient_norm_sq,n_trials,mc_elapsed_seconds,case_path,mc_alpha_cv,mc_alpha_cv_std,mc_alpha_cv_se,mc_alpha_cv_median,mc_alpha_cv_q25,mc_alpha_cv_q75,mc_gen_error_normalized,mc_gen_error_normalized_std,mc_gen_error_normalized_se,mc_gen_error_normalized_median,mc_gen_error_normalized_q25,mc_gen_error_normalized_q75,mc_r2_gen,mc_r2_gen_std,mc_r2_gen_se,mc_r2_gen_median,mc_r2_gen_q25,mc_r2_gen_q75,mc_slope_gen,mc_slope_gen_std,mc_slope_gen_se,mc_slope_gen_median,mc_slope_gen_q25,mc_slope_gen_q75,mc_acc_error_normalized,mc_acc_error_normalized_std,mc_acc_error_normalized_se,mc_acc_error_normalized_median,mc_acc_error_normalized_q25,mc_acc_error_normalized_q75,mc_r2_acc,mc_r2_acc_std,mc_r2_acc_se,mc_r2_acc_median,mc_r2_acc_q25,mc_r2_acc_q75,mc_slope_acc,mc_slope_acc_std,mc_slope_acc_se,mc_slope_acc_median,mc_slope_acc_q25,mc_slope_acc_q75
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,40919881.46171217,1.0,1000,60.0,0.5311063641748336,5623.413251903491,5.623413251903491,14.998348743020177,3600.0,39.0705640265547,9.946007226141854,6346.00722614185,0.9362235624731718,0.06377643752682816,1.0207390588933172,6778.077102189503,0.9999666349557108,-3592980367.2847266,1.668266130013515e-05,43.254462470329024,2592779.51473957,26.483213153381723,2592779.51473957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,40919881.46171217,1.0,1000,82.33044840382567,0.999999922369511,10000.0,10.0,19.5124921972504,6778.302734375001,23.766385774174967,13.226158409249113,6447.855674874108,0.9512492178351265,0.048750782164873496,1.000000038766818,6778.08520296047,0.9999678300587705,-3864902114.046259,1.6085099979953044e-05,33.735538745748364,2097316.074366536,16.10957701852448,2097316.074366536,50.0,0.6746459039859474,/n/home12/binxuwang/Github/AccentuationPredRMT/tables/ffhq_linear_feature_cases/ffhq_feature_whiten_full_nsr1_trials50_seed20260814.npz,13049.932443847656,8496.196299294112,1201.5436035045832,11220.1845703125,7943.2822265625,17299.3291015625,0.9555811879504084,0.006950057544889245,0.0009828865639255825,0.9549352289705498,0.9509803313971265,0.9589933720133272,0.04441881204959161,0.006950057544889245,0.0009828865639255825,0.04506477102945017,0.04100662798667282,0.049019668602873545,1.1478256012790413,0.40962531646792866,0.05792976780403158,1.051996445330588,0.8773459353634725,1.3203609135147385,0.9999557014091482,9.395615503512319e-05,1.3287406871910036e-05,0.9999593099522543,0.9998910553369247,1.000017536834658,-131631912427.4225,836930080469.8457,118359787055.84616,-1249400497.469229,-3444049945.1540766,-317143602.9536436,2.21506222262007e-05,4.697970230332902e-05,6.643933215361843e-06,2.034523132142314e-05,-8.76837843708005e-06,5.4473817276234364e-05
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,40919881.46171217,1.0,1000,100.0,1.4752954560412044,14125.375446227554,14.125375446227554,23.720858754501418,10000.0,16.363375388505773,16.511186228929397,6511.186228929396,0.9605923456977602,0.0394076543022398,0.9748403985992316,6778.0927509228195,0.9999689436062262,-4147035090.7881136,1.5528317451268497e-05,27.992554067976936,1802677.8597117257,11.091592074997044,1802677.8597117257,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,40919881.46171217,1.0,1000,142.60051964535404,2.999999767108533,31622.776601683792,31.622776601683793,41.386854400296514,20334.908203125004,5.565928510741951,26.94713962618737,6612.231423062363,0.9754994972736771,0.02450050272632287,1.0400407815242674,6778.082101285007,0.999967372469999,-3757252141.136588,1.6313898072053357e-05,16.325815753087852,1000730.523200639,3.772755137250621,1000730.523200639,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,40919881.46171217,1.0,1000,180.0,4.779957277573502,50118.72336272735,50.11872336272735,59.95466701578002,32400.0,2.69144849737039,39.06285854363447,6662.858543634467,0.9829684933669246,0.0170315066330754,1.0396629498176766,6778.083864075603,0.9999676325336945,-3817873163.211318,1.618386411152002e-05,11.352698803408375,701482.583218632,1.8243454125403469,701482.583218632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
coupled_t000,coupled,0.0,10000,100,2.0,1.0,0.0,40919881.46171217,1.0,1000,260.3517377390633,9.999999223695108,100000.0,100.0,109.90983667184014,67783.02734375,0.812942574486326,74.50021516192173,6717.187818171734,0.990983666552409,0.009016333447591007,1.0000000700511853,6778.093945982536,0.9999691199128431,-4194525505.090442,1.544016277781084e-05,6.239302085888832,404095.6158088809,0.5510371303303333,404095.6158088809,50.0,0.6751056920038536,/n/home12/binxuwang/Github/AccentuationPredRMT/tables/ffhq_linear_feature_cases/ffhq_feature_whiten_full_nsr10_trials50_seed20260814.npz,2339569.0640234374,4114851.8595452136,581927.930692499,133573.14453125,72954.138671875,671544.6875,1.0025818118786314,0.0315755602030391,0.004465458547866606,0.9957373053935317,0.9920858951128964,0.9997823739184735,-0.002581811878631499,0.03157556020303911,0.0044654585478666065,0.004262694606468387,0.00021762608152653407,0.00791410488710359,22.78200224008183,40.25109991191587,5.692365139586592,1.2274682577745235,0.6933999830768912,6.322222230221259,0.9993167840908737,0.00809112176731104,0.001144257413814344,0.9999532235734694,0.9998306474395529,1.000044498053033,-2922584361.9929376,9233762981.035498,1305851283.9519022,-269759406.08600515,-1837860443.8742135,-9665076.813129432,0.0003496990895353532,0.004048176774189247,0.0005724986496942199,2.3388486783696475e-05,-2.2248778889964398e-05,8.467986696856983e-05
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,11500.644160537347,1.0,1000,0.0,0.0,1e-06,9.999999999999999e-10,0.3307809028600435,0.0,280.94549466138545,0.21801358252973704,218.01358252973702,0.03216344476613851,0.9678365552338615,1.1590942393607881,5981.100305286916,0.8823890102516447,-238.927038879572,0.06064436433710325,494.28839641621744,8150.607262838494,2578.8115299154897,8150.607262838494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,11500.644160537347,1.0,1000,0.01,1.4752954560412044e-08,1e-06,9.999999999999999e-10,0.3307809028600435,0.0001,280.94549466138545,0.21801372160125285,218.01362160125274,0.03216345053034147,0.9678365494696586,1.159094230260954,5981.100775168565,0.8823890795730709,-238.92734969068553,0.060644327438711426,494.28839641621744,8150.612221988228,2578.8115299154897,8150.612221988228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,11500.644160537347,1.0,1000,0.03,1.3277659104370838e-07,1e-06,9.999999999999999e-10,0.3307809028600435,0.0009,280.94549466138545,0.21801483417337925,218.01393417337925,0.03216349664396526,0.9678365033560348,1.1590941574622822,5981.104534201826,0.8823896341415398,-238.92983618684218,0.06064403225319329,494.28839641621744,8150.651895186109,2578.8115299154897,8150.651895186109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,11500.644160537347,1.0,1000,0.1,1.4752954560412047e-06,1e-06,9.999999999999999e-10,0.3307809028600435,0.010000000000000002,280.94549466138545,0.218027489681317,218.01748968131702,0.032164021186435715,0.9678359788135643,1.1590933293780348,5981.147290712851,0.8823959419901829,-238.95812098746245,0.060640674720167057,494.28839641621744,8151.103177811999,2578.8115299154897,8151.103177811999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coupled_t020,coupled,0.2,10000,100,2.0,0.8,0.2,11500.644160537347,1.0,1000,0.3,1.3277659104370838e-05,1e-06,9.999999999999999e-10,0.3307809028600435,0.09,280.94549466138545,0.2181387468939567,218.04874689395672,0.0321686325488133,0.9678313674511867,1.1590860495674415,5981.522975037895,0.8824513665279472,-239.20685032523338,0.06061117393916848,494.28839641621744,8155.0704976000425,2578.8115299154897,8155.0704976000425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
