feature,feature_dim,n,sigma,noise_signal_ratio,retained_signal_fraction,residual_signal_fraction,de_alpha_cv,de_lambda,de_kappa,de_effective_noise_variance,de_df2,de_variance_scale,de_gen_error,de_gen_error_normalized,de_r2_gen,de_slope_gen,de_acc_error,de_acc_error_normalized,de_r2_acc,de_slope_acc,de_acc_numerator,de_acc_denominator,de_mean_feature_norm_sq,de_mean_pixel_gradient_norm_sq
top_pc_150,150,1000,82.33045159950234,0.9999999999999999,0.9985813530506669,0.0014186469493331585,1412.5375446227554,1.4125375446227553,1.497352983915904,6787.919279820271,29.742618659657538,7.13012295185159,351.8196912735926,0.051903799188175045,0.948096200811825,1.0327161860533653,71.32475527632037,0.010522508736240636,0.9869344676289046,0.8974207197517908,360.33015097396867,401.5175302322293,273.42001991215767,401.5175302322293
top_pc_200,200,1000,82.33045159950234,0.9999999999999999,0.9994066868813765,0.0005933131186234951,1412.5375446227554,1.4125375446227553,1.5060861002190185,6782.3249168245065,30.265094685089167,7.133513663548254,355.21040297025763,0.05240402934405862,0.9475959706559414,1.0324399818637353,140.306851218986,0.020699406005481934,0.9717589151810847,0.8561271185890755,363.09922971628,424.11836026719834,273.2688539898135,424.11836026719834
top_pc_300,300,1000,82.33045159950234,0.9999999999999999,0.9997814542592695,0.00021854574073051805,1584.893192461114,1.584893192461114,1.6948125159441403,6779.784629884976,28.267751153102562,7.13653810176912,358.23484119112254,0.052850223340490554,0.9471497766595094,1.0409492209187245,153.144518750037,0.02259334126295466,0.9687060573936943,0.8496891844777806,353.8735330043573,416.47409366737804,262.4064313218203,416.47409366737804
top_pc_500,500,1000,82.33045159950234,0.9999999999999999,0.9999204621686296,7.95378313704058e-05,1584.893192461114,1.584893192461114,1.706798688342733,6778.8423921197145,28.366136072229246,7.138330833063712,360.0275724857149,0.05311470417377206,0.9468852958262279,1.0412013030924363,269.42770617876823,0.03974854706571415,0.9379905401367575,0.8006296233997785,353.7605349898295,441.8529175670861,261.7745390566078,441.8529175670861
top_pc_700,700,1000,82.33045159950234,0.9999999999999999,0.9999594019149393,4.059808506073792e-05,1584.893192461114,1.584893192461114,1.7134147197158123,6778.578446710338,28.357137031791527,7.13888317301123,360.57991243323215,0.053196190635248275,0.9468038093647517,1.0414193663742042,341.042170363618,0.050313796425587594,0.9163804630257582,0.7756926295780997,353.55555721139143,455.7933693448793,261.41998950946027,455.7933693448793
top_pc_1000,1000,1000,82.33045159950234,0.9999999999999999,0.9999801851928315,1.9814807168457426e-05,1584.893192461114,1.584893192461114,1.7193495346167573,6778.437571350035,28.32303566972484,7.139193809225143,360.89054864714547,0.05324201865473509,0.9467579813452649,1.0416478858776133,408.1573753667997,0.06021527212283438,0.8942551458055896,0.7546119967829837,353.3179803511556,468.21145417432996,261.1013636765906,468.21145417432996
top_pc_1500,1500,1000,82.33045159950234,0.9999999999999999,0.9999915571772584,8.442822741638577e-06,1584.893192461114,1.584893192461114,1.7247912819090925,6778.360488590915,28.276162308204988,7.139365764991274,361.0625044132761,0.05326738721077635,0.9467326127892236,1.0418773404051682,471.2542539328304,0.06952392594671926,0.8717687430029686,0.7363260992310402,353.0709712277986,479.5035400707887,260.8097145059492,479.5035400707887
top_pc_2000,2000,1000,82.33045159950234,0.9999999999999999,0.9999954391229595,4.560877040484501e-06,1584.893192461114,1.584893192461114,1.7278486397668726,6778.334175585712,28.24500917353952,7.139427292503991,361.1240319259938,0.05327646433676975,0.9467235356632302,1.042012429280647,507.12693785224286,0.07481620670495041,0.8582395927775497,0.7264744861901354,352.9227475731948,485.801985179183,260.64618822758115,485.801985179183
top_pc_3000,3000,1000,82.33045159950234,0.9999999999999999,0.9999983955359198,1.6044640801641037e-06,1584.893192461114,1.584893192461114,1.731070344430856,6778.314136122103,28.209362693607037,7.139471486236697,361.16822565869955,0.053282984218074377,0.9467170157819256,1.0421584023964596,545.1172117150101,0.08042089454530055,0.8433102800293671,0.7164142201285464,352.7624044186981,492.40005922188686,260.474179371898,492.40005922188686
top_pc_5000,5000,1000,82.33045159950234,0.9999999999999999,0.9999996664803754,3.335196245888708e-07,1584.893192461114,1.584893192461114,1.7334674141580373,6778.305521275156,28.181368035011346,7.139493560437366,361.1902998593681,0.05328624081486858,0.9467137591851315,1.0422689062857875,573.4641020165262,0.08460289839077308,0.8317603532777358,0.7091342261613218,352.6396639507965,497.28196854874983,260.34641272193636,497.28196854874983
top_pc_7000,7000,1000,82.33045159950234,0.9999999999999999,0.9999999103213496,8.967865041704026e-08,1584.893192461114,1.584893192461114,1.7341996514044693,6778.303868447086,28.172611667922883,7.139498796320219,361.19553574222203,0.05328701326228686,0.9467129867377131,1.0423029258868914,582.130853074219,0.08588150023617852,0.8281581545106228,0.7069445440941621,352.60163926953487,498.7684567554563,260.3074212127058,498.7684567554563
top_pc_10000,10000,1000,82.33045159950234,0.9999999999999999,1.0,0.0,1584.893192461114,1.584893192461114,1.734459644213601,6778.303260577997,28.16948050164139,7.139500492732467,361.19723215446965,0.053287263533214904,0.9467127364667851,1.04231503356053,585.2080851223877,0.0863354828819633,0.826871100435707,0.706170997207622,352.5881539155781,499.29571634887367,260.29358092448166,499.29571634887367
top_pc_5,5,1000,260.3517478446803,10.0,0.56451617769074,0.4354838223092599,3981.0717055349774,3.981071705534977,3.999397719242406,70734.8740184678,4.205926227005382,71.0598269640081,3276.794358228113,0.48342398270753895,0.516576017292461,0.9950968783762836,0.030780967004161414,4.541102075379358e-06,0.9999954394818321,0.9978690138256245,76.91523050753085,77.07948582615435,70.39410971466263,77.07948582615435
top_pc_10,10,1000,260.3517478446803,10.0,0.8755830670852994,0.12441693291470063,3981.0717055349774,3.981071705534977,4.014941313998809,68626.36830782681,7.190728291386485,69.21032405700394,1427.2914512239654,0.21056765924371723,0.7894323407562828,1.0124354281803225,0.00017747427702764944,2.618269944630891e-08,0.9999999738257718,1.0001618106901484,161.61707564468975,161.59092850502662,140.12657125709885,161.59092850502662
top_pc_20,20,1000,260.3517478446803,10.0,0.9534845312348563,0.04651546876514364,5011.872336272725,5.011872336272725,5.079000156462255,68098.32855937807,9.328678757140652,68.99609890769443,1213.06630191444,0.1789631203091081,0.8210368796908919,1.0292012088989295,1.1926997629585694,0.00017595845407141988,0.9998192788370182,0.9867350667520933,206.99244048029706,209.7750930871718,156.957414238522,209.7750930871718
top_pc_30,30,1000,260.3517478446803,10.0,0.9641755087875822,0.03582449121241779,5623.413251903491,5.623413251903491,5.714397618770257,68025.86187137367,9.793463612528774,69.02984989600797,1246.8172902279912,0.18394238827869627,0.8160576117213038,1.0374507749735826,36.736731894660586,0.005419753363399674,0.9936846093308532,0.9263810257922614,209.42035828088282,226.06287526429196,152.0308093943618,226.06287526429196
top_pc_50,50,1000,260.3517478446803,10.0,0.9861837720605539,0.013816227939446143,6309.573444801943,6.309573444801943,6.431155353054723,67876.68318867082,9.800641966785681,69.02617568383621,1243.143078056231,0.18340033342654335,0.8165996665734566,1.054554048244992,65.85123765130164,0.009715003168165478,0.9880443321858812,0.9014352843652178,221.07258793595386,245.2451016399154,147.52566907214475,245.2451016399154
top_pc_70,70,1000,260.3517478446803,10.0,0.991183766609438,0.008816233390562055,6309.573444801943,6.309573444801943,6.44606462720152,67842.79170931724,10.050525509420758,69.03768100469398,1254.6483989140042,0.18509770818472027,0.8149022918152797,1.0517982957252061,163.05638191052464,0.02405563393111162,0.9663019368621075,0.8449012123480276,225.58678418869823,266.99782281265755,147.86117169428474,266.99782281265755
top_pc_100,100,1000,260.3517478446803,10.0,0.995170448343696,0.004829551656304055,6309.573444801943,6.309573444801943,6.460563977304698,67815.76877151904,10.201254323123223,69.04523149692749,1262.198891147514,0.1862116288730174,0.8137883711269827,1.0502229965778984,287.5332513127929,0.0424196499122517,0.9327205148599649,0.7940396885022464,229.2696000156297,288.7382121265102,147.98958159091356,288.7382121265102
top_pc_150,150,1000,260.3517478446803,10.0,0.9985813530506669,0.0014186469493331585,6309.573444801943,6.309573444801943,6.475493613605366,67792.64862502225,10.290180987677198,69.05041673165833,1267.3841258783484,0.1869766041967081,0.8130233958032919,1.0493795054070711,435.9362546169206,0.06431347755599645,0.8845590427398812,0.7463989795840789,232.4819233193069,311.4713841769377,147.97457085384812,311.4713841769377
top_pc_200,200,1000,260.3517478446803,10.0,0.9994066868813765,0.0005933131186234951,7079.457843841388,7.079457843841388,7.262438109333885,67787.05426202649,9.45718160909524,69.05262849477832,1269.5958889983378,0.1873029046047841,0.812697095395216,1.0747523989200054,346.3239327321906,0.05109301242781205,0.9147053437557716,0.7739623650189817,223.58964539019942,288.8895578077828,139.24731086426613,288.8895578077828
top_pc_300,300,1000,260.3517478446803,10.0,0.9997814542592695,0.00021854574073051805,7079.457843841388,7.079457843841388,7.274022568503285,67784.51397508696,9.47107619029509,69.05439805072513,1271.3654449451456,0.1875639663895377,0.8124360336104623,1.0747324616956415,464.38953384416925,0.0685111769113396,0.8742956580316301,0.7382536019133413,223.79881571163995,303.1462564241037,139.13251111540535,303.1462564241037
top_pc_500,500,1000,260.3517478446803,10.0,0.9999204621686296,7.95378313704058e-05,7079.457843841388,7.079457843841388,7.286111848155777,67783.5717373217,9.472969083423115,69.05543450865463,1272.4019028746466,0.1877168745569148,0.8122831254430852,1.07490139725864,595.318440412039,0.08782705900374176,0.8226126123455058,0.7036436958596262,223.78639665858054,318.03936846927274,139.00828892936093,318.03936846927274
top_pc_700,700,1000,260.3517478446803,10.0,0.9999594019149393,4.059808506073792e-05,7079.457843841388,7.079457843841388,7.292698397199007,67783.30779191232,9.470383912849274,69.05575358565514,1272.7209798751692,0.1877639478418146,0.8122360521581854,1.0750493019462948,668.1755138059946,0.09857562993559808,0.7905500511382246,0.6860324380838076,223.74581338578128,326.14465579898405,138.94026375094427,326.14465579898405
top_pc_1000,1000,1000,260.3517478446803,10.0,0.9999801851928315,1.9814807168457426e-05,7079.457843841388,7.079457843841388,7.298571683637315,67783.16691655201,9.466609070978851,69.05593712922196,1272.9045234419843,0.18779102594082542,0.8122089740591746,1.075204049729111,733.5336076733972,0.10821787982540744,0.75966971819446,0.6710351389199639,223.69679422476918,333.36077539070584,138.87956166605542,333.36077539070584
top_pc_1500,1500,1000,260.3517478446803,10.0,0.9999915571772584,8.442822741638577e-06,7079.457843841388,7.079457843841388,7.3039360487833385,67783.0898337929,9.46228021045047,69.0560437378164,1273.0111320364292,0.18780675385832135,0.8121932461416786,1.0753591677595988,793.2947439856891,0.11703441311034576,0.7296056117339007,0.6578970723446732,223.64501706495878,339.93921916678,138.8241391419699,339.93921916678
top_pc_2000,2000,1000,260.3517478446803,10.0,0.9999954391229595,4.560877040484501e-06,7079.457843841388,7.079457843841388,7.306943453333199,67783.06352078769,9.4595797016302,69.05608449461742,1273.0518888374495,0.18781276669065616,0.8121872333093438,1.0754504239406182,826.7573375567472,0.12197113433461933,0.7119815906994625,0.6507563395928004,223.6136979533453,343.6212363190618,138.79308279069926,343.6212363190618
top_pc_3000,3000,1000,260.3517478446803,10.0,0.9999983955359198,1.6044640801641037e-06,7079.457843841388,7.079457843841388,7.310108718090865,67783.04348132409,9.456575887843597,69.05611613766726,1273.0835318872794,0.18781743497541908,0.8121825650245809,1.0755490128060479,861.9010663485873,0.12715587267411393,0.6928434659148592,0.6434107788026762,223.57970374305765,347.4913866987391,138.76041069572884,347.4913866987391
top_pc_5000,5000,1000,260.3517478446803,10.0,0.9999996664803754,3.335196245888708e-07,7079.457843841388,7.079457843841388,7.312461800138503,67783.03486647714,9.454257545450474,69.0561337137743,1273.1011079943123,0.18782002797050315,0.8121799720294969,1.075623650122376,887.9647352570863,0.13100103390496104,0.6782248002200426,0.6380593503004104,223.553583657614,350.36487366318005,138.7361321582682,350.36487366318005
top_pc_7000,7000,1000,260.3517478446803,10.0,0.9999999103213496,8.967865041704026e-08,7079.457843841388,7.079457843841388,7.313180321690949,67783.03321364908,9.453537638945603,69.05613824328462,1273.1056375046337,0.18782069620710268,0.8121793037928973,1.0756466305652983,895.9108979462676,0.13217332767579237,0.6736947122867214,0.6364435013979363,223.54547595478414,351.2416663282297,138.72872041647648,351.2416663282297
top_pc_10000,10000,1000,260.3517478446803,10.0,1.0,0.0,7079.457843841388,7.079457843841388,7.313435414424773,67783.03260577998,9.453280756585118,69.05613976068908,1273.1071549090914,0.18782092006909282,0.8121790799309072,1.0756548097318157,898.7302373221073,0.1325892635328138,0.6720791179930972,0.6358719132876265,223.5426006147254,351.5528771493473,138.72608927152572,351.5528771493473
