pc,kappa_0.0735436,kappa_0.735436,kappa_7.35436,kappa_73.5436,kappa_735.436
4.400000000000000000e+01,3.336240369178429532e-02,3.677457900040131955e-02,6.737225026666128491e-02,2.408623175226058954e-01,5.168375136752981769e-01
4.500000000000000000e+01,3.446860837274737938e-02,3.798268324922361022e-02,6.940585112007451041e-02,2.454145406095218918e-01,5.211081674074791170e-01
4.600000000000000000e+01,3.527167023552209985e-02,3.885916657490211257e-02,7.087321729188268693e-02,2.486302534663331620e-01,5.240817706033086276e-01
4.700000000000000000e+01,3.643615762529691521e-02,4.012994649493625138e-02,7.299820374530620326e-02,2.532660876684867390e-01,5.283555418208589760e-01
4.800000000000000000e+01,3.769400572765523039e-02,4.150166223913944602e-02,7.527841191413665867e-02,2.581288047071899072e-01,5.327712844746657073e-01
4.900000000000000000e+01,3.875883644687545815e-02,4.266279567230352177e-02,7.720725837129602254e-02,2.622316155525145631e-01,5.364906525680490645e-01
5.000000000000000000e+01,3.961754146406020610e-02,4.359860103334926157e-02,7.875384309070042332e-02,2.654582541677828478e-01,5.393790584567642599e-01
5.100000000000000000e+01,4.088505583116445324e-02,4.497981079765559637e-02,8.103497500068571058e-02,2.702051763721758926e-01,5.436213437862206233e-01
5.200000000000000000e+01,4.185601378060771482e-02,4.603772606478308271e-02,8.278023660822234064e-02,2.738219610046517816e-01,5.468450185222549775e-01
5.300000000000000000e+01,4.270556940285048786e-02,4.696306080551823636e-02,8.430247975928480131e-02,2.769436319899093446e-01,5.496087550740635930e-01
5.400000000000000000e+01,4.355176634347975723e-02,4.788416002148459388e-02,8.580968963980915853e-02,2.799742373503106285e-01,5.522586778852753842e-01
5.500000000000000000e+01,4.444183749528343719e-02,4.885287242299430482e-02,8.739279911974365267e-02,2.831427066176856466e-01,5.550211013172259289e-01
5.600000000000000000e+01,4.545750296340517194e-02,4.995804220335611084e-02,8.919567159826322089e-02,2.867274591362140579e-01,5.581337269640311849e-01
5.700000000000000000e+01,4.665073296790311214e-02,5.125615688262129960e-02,9.130959936590894721e-02,2.909041124083456276e-01,5.617460552985423794e-01
5.800000000000000000e+01,4.765861539517556728e-02,5.235227942840584708e-02,9.308973194371668314e-02,2.943867949024940867e-01,5.647399601185595364e-01
5.900000000000000000e+01,4.859610952306817055e-02,5.337114405131741096e-02,9.473471609066275168e-02,2.975382322579830374e-01,5.674147337751660469e-01
6.000000000000000000e+01,4.960716357196701815e-02,5.446939333908361325e-02,9.650026393601633667e-02,3.008696263449559538e-01,5.702165924503385108e-01
6.100000000000000000e+01,5.078437832949436737e-02,5.574794412688292844e-02,9.855310546260716287e-02,3.047261903960288287e-01,5.734517052344150212e-01
6.200000000000000000e+01,5.187194032470139604e-02,5.692874563798987209e-02,1.004438894018776229e-01,3.082449174011764881e-01,5.763869712196549866e-01
6.300000000000000000e+01,5.284417367022940792e-02,5.798427603829366117e-02,1.021333399379110857e-01,3.113841672840924057e-01,5.790033282345473653e-01
6.400000000000000000e+01,5.377506471878014394e-02,5.899451059910712503e-02,1.037447735380131325e-01,3.143431341369301579e-01,5.814523436233152154e-01
6.500000000000000000e+01,5.488608582821299930e-02,6.019974578501437884e-02,1.056608167883835020e-01,3.178210171843867671e-01,5.843115977663778660e-01
6.600000000000000000e+01,5.587679151829098856e-02,6.127415472746110259e-02,1.073647849831182999e-01,3.208886665586796472e-01,5.868216882922774325e-01
6.700000000000000000e+01,5.704614503094384420e-02,6.254172076225857080e-02,1.093673700224085943e-01,3.244470527362626200e-01,5.897116390967959143e-01
6.800000000000000000e+01,5.823949043506774365e-02,6.383487163518140883e-02,1.114048263045323145e-01,3.280343189067609355e-01,5.926099371905643176e-01
6.900000000000000000e+01,5.943351280270547932e-02,6.512822573673351934e-02,1.134356637832946851e-01,3.315692758713476573e-01,5.954476829164210283e-01
7.000000000000000000e+01,6.066147821344995694e-02,6.645788137084975011e-02,1.155174446670644423e-01,3.351580190932771930e-01,5.983131182969123607e-01
7.100000000000000000e+01,6.164669163867265295e-02,6.752450579796619168e-02,1.171851196924347666e-01,3.380198482563014362e-01,6.005923973470345123e-01
7.200000000000000000e+01,6.268753885338497478e-02,6.865086115233966224e-02,1.189397215022533344e-01,3.409945776833420150e-01,6.029458393454779630e-01
7.300000000000000000e+01,6.372066104017891364e-02,6.976880793082684828e-02,1.206805942956745981e-01,3.439425261034939063e-01,6.052765762757689183e-01
7.400000000000000000e+01,6.489803184328796215e-02,7.104257270044382622e-02,1.226605807386811908e-01,3.472759004385983506e-01,6.079036663206157654e-01
7.500000000000000000e+01,6.598486687868539147e-02,7.221808586382959250e-02,1.244839493530224134e-01,3.503243340108731507e-01,6.102971270775318091e-01
7.600000000000000000e+01,6.700710302469210788e-02,7.332335849699556096e-02,1.261936287213344943e-01,3.531571514294661873e-01,6.125105387604757867e-01
7.700000000000000000e+01,6.828702033485252454e-02,7.470685256784545536e-02,1.283286936628856290e-01,3.566683185604483941e-01,6.152429323602346400e-01
7.800000000000000000e+01,6.930551086113441450e-02,7.580737707965368166e-02,1.300221649692309411e-01,3.594275560710566420e-01,6.173795748631941693e-01
7.900000000000000000e+01,7.060955298724122531e-02,7.721606332811729867e-02,1.321849144831331868e-01,3.629259615405772132e-01,6.200782143447136630e-01
8.000000000000000000e+01,7.178671143584032521e-02,7.848731256755271668e-02,1.341319864268121220e-01,3.660516154982692560e-01,6.224796663233038707e-01
8.100000000000000000e+01,7.299694030423693747e-02,7.979404694244761342e-02,1.361305414146887494e-01,3.692454018027610529e-01,6.249276354858464000e-01
8.200000000000000000e+01,7.422370794026349194e-02,8.111826649964178071e-02,1.381511827222792477e-01,3.724511497853324471e-01,6.273754850673205485e-01
8.300000000000000000e+01,7.511134201114377795e-02,8.207604621801228850e-02,1.396081107373047525e-01,3.747400507789410695e-01,6.291143933245515463e-01
8.400000000000000000e+01,7.657331039896524139e-02,8.365346081377622589e-02,1.420065239320993933e-01,3.785028090927322064e-01,6.319709483755177049e-01
8.500000000000000000e+01,7.793518243043921767e-02,8.512258750784824912e-02,1.442367271770072235e-01,3.819843221380656018e-01,6.346072294336113639e-01
8.600000000000000000e+01,7.941445175288770753e-02,8.671786140900308859e-02,1.466523029144621570e-01,3.857257087975533572e-01,6.374289009805421680e-01
8.700000000000000000e+01,8.057086072823435585e-02,8.796473896839850093e-02,1.485376585702628538e-01,3.886330922125328380e-01,6.396166862015441046e-01
8.800000000000000000e+01,8.160639943517003503e-02,8.908105617032374690e-02,1.502227221202726282e-01,3.912179926383669848e-01,6.415566144143837191e-01
8.900000000000000000e+01,8.259006017148430578e-02,9.014078855641287358e-02,1.518143059010151064e-01,3.936220356324186542e-01,6.433467871719020792e-01
9.000000000000000000e+01,8.378023483052492171e-02,9.142268717053576854e-02,1.537356837386783248e-01,3.965065368731229833e-01,6.454881701174608466e-01
9.100000000000000000e+01,8.471301116941920561e-02,9.242697136242111755e-02,1.552363696911601421e-01,3.987387812202512483e-01,6.471377419146197019e-01
9.200000000000000000e+01,8.616786837342475802e-02,9.399296177496328786e-02,1.575716042788794236e-01,4.021910280172364405e-01,6.496810832552050163e-01
