policy,ratio,sigma,S,n,d,boundary,acc_objective,alpha,lam,kappa,E_gen,E_acc,E_acc_corrected,R2_gen,R2_acc,slope_acc,selection_risk,acc_distribution,acc_distribution_se,E_gen_mc,E_gen_mc_se,E_acc_mc,E_acc_mc_se,trials,E_gen_mc_std,E_gen_mc_median,E_gen_mc_q10,E_gen_mc_q90,E_acc_mc_std,E_acc_mc_median,E_acc_mc_q10,E_acc_mc_q90
DE_gen_CV,10.0,131.77044300762262,1736.3449650425118,1000,10000,False,E_acc,810.1522070003349,0.8101522070003349,0.8237777571214764,0.0734071159474287,0.2726746533483465,0.2836564821558645,0.9265928840525712,-0.1943203245721037,0.4778174137829312,,0.284982448449703,0.0011237353889539,0.0739920146770943,0.0024792450089279,0.2633365868909136,0.0099120564480521,100,0.02479245008927951,0.06972001362745606,0.04835980666785021,0.10247532559301313,0.0991205644805219,0.25022402643345365,0.14517746350005564,0.39270247621964605
Gaussian_acc_oracle,0.0,0.0,1736.3449650425118,1000,10000,False,,0.0005997939022825,5.997939022825432e-07,0.0024133205915031,5.674064875639241e-05,2.5138257535396486e-10,2.51382575353965e-10,0.9999432593512436,0.9999999997486254,1.0000158550488916,1.9100677010649134e-06,1.7692597369199072e-06,2.7757159226289497e-08,6.021912502588997e-05,3.99591562734605e-07,2.838506978358863e-09,1.0459599626874426e-10,100,3.9959156273460496e-06,5.9864923054654516e-05,5.59396144502805e-05,6.581080001900559e-05,1.0459599626874424e-09,2.6233277149808327e-09,1.8792707929484963e-09,3.756723446906602e-09
Gaussian_acc_oracle,1e-06,0.0416694728193495,1736.3449650425118,1000,10000,False,,0.0419916155980476,4.199161559804761e-05,0.0024902029491523,5.9265599448442784e-05,3.1388562365646904e-10,2.017260002959636e-08,0.9999407344005516,0.9999999996861256,1.0000177168175377,1.9996558860460565e-06,1.8521996175112685e-06,2.9065290965255664e-08,6.633086215191115e-05,4.3495466322087786e-07,1.9017642051137476e-07,2.6103904644732134e-08,100,4.349546632208777e-06,6.610652326977832e-05,6.079287847823006e-05,7.28383464960769e-05,2.610390464473213e-07,8.753367293682071e-08,1.954335855418084e-09,5.134668498196893e-07
Gaussian_acc_oracle,1.9573417814876616e-06,0.0582976890378464,1736.3449650425118,1000,10000,False,,0.0796005211476594,7.960052114765941e-05,0.0025589079692133,6.154936012483797e-05,3.7292532271787655e-10,3.9096086433986286e-08,0.9999384506398752,0.9999999996270892,1.0000193112744975,2.0809260766963263e-06,1.927510622141498e-06,3.025315557359207e-08,7.070854524109894e-05,4.6343428989366053e-07,2.6952261561406204e-07,3.5053079025218426e-08,100,4.634342898936604e-06,7.045058906275724e-05,6.466237133447395e-05,7.736406854048812e-05,3.505307902521844e-07,1.52449341626539e-07,5.047657085225641e-09,7.389925216499759e-07
Gaussian_acc_oracle,3.831186849557285e-06,0.0815614001618772,1736.3449650425118,1000,10000,False,,0.1486000637827988,0.0001486000637827,0.0026824144098763,6.571836827385194e-05,4.858773579132526e-10,7.575606647860639e-08,0.9999342816317262,0.999999999514144,1.0000220426259303,2.2298514165711657e-06,2.065689781773812e-06,3.24326750953808e-08,7.787231951434176e-05,5.104442577663123e-07,5.084906850455349e-07,6.521423153610696e-08,100,5.104442577663125e-06,7.747457989734836e-05,7.126343086182836e-05,8.497645014497675e-05,6.521423153610695e-07,2.0049539275879113e-07,8.033032004411066e-09,1.569277486579465e-06
Gaussian_acc_oracle,7.498942093324558e-06,0.1141085025179519,1736.3449650425118,1000,10000,False,,0.2704552693509314,0.0002704552693509,0.0028936620072444,7.303325079047056e-05,6.971350616403246e-10,1.4625330936726257e-07,0.9999269667492096,0.9999999993029016,1.0000264033153532,2.492837826350149e-06,2.31022946655289e-06,3.628963615678542e-08,8.924778553515795e-05,5.868379524115051e-07,1.2555967227426252e-06,1.5738010835742598e-07,100,5.8683795241080605e-06,8.836482553043216e-05,8.190083852906273e-05,9.716091242354625e-05,1.5738010835742594e-06,6.366997261310031e-07,1.376593096821202e-08,3.3025258611691426e-06
Gaussian_acc_oracle,1.4677992676220704e-05,0.1596435362934769,1736.3449650425118,1000,10000,False,,0.4761009495637145,0.0004761009495637,0.0032345050005755,8.530369553358811e-05,1.079758940172608e-09,2.804069165504001e-07,0.9999146963044664,0.999999998920312,1.0000328596856372,2.9384651643003564e-06,2.7260382553566485e-06,4.2845983856850724e-08,0.0001067418468642,7.093839018387741e-07,3.2549757620443016e-06,3.582941861910636e-07,100,7.093839018374389e-06,0.00010562304539,9.88926881404638e-05,0.00011671508453109001,3.5829418619106355e-06,1.9620238369660585e-06,2.2486913439217256e-07,7.761081186206874e-06
Gaussian_acc_oracle,2.8729848333536687e-05,0.2233493396013774,1736.3449650425118,1000,10000,False,,0.8078003271510301,0.000807800327151,0.0037544296007349,0.0001050628049111,1.7484658280986e-09,5.324175375026849e-07,0.9998949371950888,0.9999999982516804,1.0000418146604446,3.666726525248203e-06,3.409000954025903e-06,5.360544692757613e-08,0.0001329640177516,9.029134149312564e-07,7.606433873963735e-06,7.281010187372738e-07,100,9.029134149318344e-06,0.00013177921168989998,0.00012253162487312001,0.00014545605311378,7.281010187372739e-06,5.37233536508383e-06,5.106497757835121e-07,1.773797338409383e-05
Gaussian_acc_oracle,5.623413251903491e-05,0.312476963731664,1736.3449650425118,1000,10000,False,,1.32252567129128,0.0013225256712912,0.0045129272622482,0.0001359534550148,2.876782997041485e-09,9.992051676941625e-07,0.9998640465449852,0.9999999971235256,1.00005363565043,4.828498761672066e-06,4.505681729244118e-06,7.084970682183981e-08,0.0001716660541098,1.2046048407212683e-06,1.544030732218432e-05,1.3520869841993995e-06,100,1.2046048407218414e-05,0.00017043655125199999,0.00015798246758066,0.00018887170400479003,1.3520869841993992e-05,1.2176975025005236e-05,1.5127670764401053e-06,3.516249016779089e-05
Gaussian_acc_oracle,0.0001100694171252,0.4371709942694524,1736.3449650425118,1000,10000,False,,2.0977299184592275,0.0020977299184592,0.0055865122034435,0.0001834218158778,4.7104758575102755e-09,1.8516801435760847e-06,0.9998165781841222,0.9999999952901708,1.000068632906521,6.661183171112105e-06,6.248904850805821e-06,9.816649588419772e-08,0.0002284218621256,1.6731244392918405e-06,2.761834627111944e-05,2.3447893150048707e-06,100,1.673124439291836e-05,0.00022773963655375,0.00021191329833687,0.00025063842840355,2.3447893150045704e-05,2.0042133715924644e-05,4.763295550327466e-06,6.0010389719758136e-05
Gaussian_acc_oracle,0.0002154434690031,0.6116242168643903,1736.3449650425118,1000,10000,False,,3.2396622471526526,0.0032396622471526,0.0070787693919721,0.0002557787547255,7.551228539429917e-09,3.3871933849970807e-06,0.9997442212452744,0.9999999924500836,1.0000868978051474,9.547012916380924e-06,9.01560106640381e-06,1.4130372338438636e-07,0.0003115999141154,2.403995562187785e-06,4.459601764351604e-05,3.832285264274091e-06,100,2.40399556218738e-05,0.00031172481104459995,0.00028684505072253,0.00034294565970469,3.832285264272733e-05,3.823812385101578e-05,6.0209476807426755e-06,0.00010592422761222
Gaussian_acc_oracle,0.0004216965034285,0.8556930527381014,1736.3449650425118,1000,10000,False,,4.894766810462239,0.0048947668104622,0.0091328774988573,0.0003657578401938,1.1656695891957624e-08,6.1151362215980655e-06,0.999634242159806,0.9999999883458208,1.0001079661793897,1.4104129643355044e-05,1.3417149043988052e-05,2.0952744946010002e-07,0.0004337552775733,3.5526078258160603e-06,6.629509522894824e-05,5.920612500545946e-06,100,3.5526078258159066e-05,0.0004305192044497,0.00039743368697639004,0.00047429939815561006,5.920612500544599e-05,5.532347972945324e-05,5.3237100939224185e-06,0.0001564658635338901
Gaussian_acc_oracle,0.000825404185268,1.197157634238341,1736.3449650425118,1000,10000,False,,7.265687924647341,0.0072656879246473,0.011948131326029,0.0005328034186803,1.69721762819621e-08,1.089030522612069e-05,0.9994671965813196,0.999999983032245,1.000130277305322,2.132204045467944e-05,2.043510322111213e-05,3.177628195267575e-07,0.0006136455706665,5.368459752237628e-06,9.200027895353552e-05,8.657180409119805e-06,100,5.368459752237777e-05,0.0006080300332421,0.0005507017511748,0.00067824832074114,8.65718040911764e-05,7.844767041583894e-05,3.2369722868636608e-06,0.00022997797016288001
Gaussian_acc_oracle,0.0016155980984398,1.67488376425301,1736.3449650425118,1000,10000,False,,10.634641572184382,0.0106346415721843,0.0158035498054426,0.0007864137135266,2.2607984868374632e-08,1.910458789210895e-05,0.9992135862864732,0.9999999773988124,1.0001503595187156,3.274528428931404e-05,3.1609643839229504e-05,4.897885174426853e-07,0.0008791626262449,8.246673980899572e-06,0.0001205674411202,1.1993159514278233e-05,100,8.24667398089983e-05,0.0008718662657479,0.0007843034487531,0.00097909257826589,0.00011993159514276083,9.549029236651877e-05,3.091130254605283e-06,0.0002730712493886001
Gaussian_acc_oracle,0.0031622776601683,2.343246656521626,1736.3449650425118,1000,10000,False,,15.398869155392685,0.0153988691553926,0.0210935235670715,0.0011709298299015,2.6108620381646706e-08,3.292944321387082e-05,0.9988290701700984,0.9999999738998148,1.0001615816214229,5.06888473399154e-05,4.926935648769472e-05,7.624695516743687e-07,0.0012715686956757,1.280398812791044e-05,0.0001512540209873,1.5792514612987722e-05,100,0.00012803988127910816,0.00126647144843725,0.0011199729557291802,0.00143540359065139,0.00015792514612985792,0.000114803667887,5.700767119367715e-06,0.00036700675452442006
Gaussian_acc_oracle,0.0061896581889126,3.278319970907745,1736.3449650425118,1000,10000,False,,22.126357489563944,0.0221263574895639,0.028383788564427,0.0017521640253184,2.3187653047970008e-08,5.557835596693087e-05,0.9982478359746816,0.9999999768194072,1.0001522749258676,7.845367372456431e-05,7.677336932052158e-05,1.190505506257666e-06,0.0018514982830871,1.99867639588377e-05,0.0001852431443223,1.999654463386585e-05,100,0.00019986763958837543,0.0018357222583234999,0.0016115927771285302,0.00211914122851324,0.00019996544633864175,0.00012086530468130001,3.497289166846049e-06,0.00042710690421016026
Gaussian_acc_oracle,0.0121152765862859,4.586534585141047,1736.3449650425118,1000,10000,False,,31.645907722491163,0.0316459077224911,0.0385018045576943,0.002626117690748,1.0633604781527982e-08,9.159230276880368e-05,0.997373882309252,0.999999989368588,1.0001031193715144,0.0001205693750614,0.0001187856440479,1.851271445313243e-06,0.0027071521055299,3.122127002661173e-05,0.0002276071066785,2.5078888931913813e-05,100,0.0003122127002661179,0.0026744862003102504,0.00230958272848157,0.00313631373000211,0.00025078888931912144,0.00016172400195300002,4.763500433993906e-06,0.0005562384295567602
Gaussian_acc_oracle,0.0237137370566165,6.41679265214314,1736.3449650425118,1000,10000,False,,45.19536116664976,0.0451953611666497,0.0526852729720433,0.0039296412933267,2.5356021098557557e-10,0.0001473885576546,0.9960703587066732,0.9999999997464316,0.9999840764259356,0.0001833642236106,0.0001818500855674,2.8522866608902817e-06,0.0039648273654125,4.862607134079383e-05,0.0002893814614188,3.258766692950544e-05,100,0.0004862607134079364,0.0039297074051023,0.0033083852190440304,0.00461580444803519,0.00032587666929503683,0.00019760221232935002,5.966968041603214e-06,0.0006550854428999101
Gaussian_acc_oracle,0.0464158883361278,8.977415775734741,1736.3449650425118,1000,10000,False,,64.66830490782726,0.0646683049078272,0.0728290394886731,0.0058521283511974,6.16525306505745e-08,0.0002329595722526,0.9941478716488024,0.9999999383168414,0.9997517007236204,0.000276838225309,0.0002761588882995,4.35409775977009e-06,0.0058012557906706,7.533120773448914e-05,0.0003899973354806,4.475877855355504e-05,100,0.0007533120773448906,0.00574999957098035,0.00477939528461822,0.0067562511429271,0.00044758778553554107,0.00023062804995335,4.414947665224832e-06,0.0009666686288237901
Gaussian_acc_oracle,0.0908517575651688,12.55985636118279,1736.3449650425118,1000,10000,False,,93.02952168267808,0.093029521682678,0.1019006482139247,0.0086461768474841,4.240400430963883e-07,0.0003667851762232,0.991353823152516,0.9999995754071612,0.9993488164290336,0.0004200074566411,0.0004205081795193,6.6437493076251246e-06,0.0084562513218632,0.0001160043852379,0.0005615355605894,6.399962475777077e-05,100,0.0011600438523791698,0.0084080459011831,0.0068256270762132,0.00995628838240676,0.0006399962475776955,0.00031517222940685,1.375794964034783e-05,0.0014879591346557304
Gaussian_acc_oracle,0.1778279410038923,17.571870987632057,1736.3449650425118,1000,10000,False,,135.02779527860315,0.1350277952786031,0.1446533128601825,0.0126337032058051,1.6578299179919927e-06,0.000587313023292,0.9873662967941949,0.999998337892687,0.998712432557886,0.000653264335962,0.0006536533131627,1.0319735041477272e-05,0.012243552450096,0.0001777622127505,0.0008572141668525,9.778860855646224e-05,100,0.001777622127505758,0.01212534619895865,0.009827465528232071,0.014669682289837251,0.0009778860855646132,0.0005362073731310501,1.962219680504572e-05,0.0023263456899544218
Gaussian_acc_oracle,0.3480700588428413,24.58393162522664,1736.3449650425118,1000,10000,False,,198.4598599986868,0.1984598599986867,0.208890476103356,0.0182021314039062,4.827105690648184e-06,0.0009744814881648,0.9817978685960936,0.9999951516132468,0.9978029324792697,0.0010621481851935,0.0010556501755743,1.6651121775518797e-05,0.0175580070021396,0.0002715824792244,0.0013660809769184,0.0001672884045595,100,0.002715824792244105,0.0175529288882256,0.01422005469075488,0.02114654463576735,0.0016728840455953976,0.0006815825293024,5.1655184426850256e-05,0.004102081880863531
Gaussian_acc_oracle,0.6812920690579622,34.39415726300309,1736.3449650425118,1000,10000,False,,296.52925850995814,0.2965292585099581,0.3078263590653194,0.0257804829836521,1.1240790866133505e-05,0.0016871571725591,0.974219517016348,0.999988683453718,0.9966472711314314,0.001823056568086,0.0017877065236505,2.8247676863184963e-05,0.0248747833556547,0.0004138097631289,0.0022381136641057,0.0003035946764258,100,0.00413809763128985,0.02482672544541235,0.019719907411686218,0.03052864443968991,0.0030359467642589832,0.00087564406590695,4.1535771525063585e-05,0.006263921203051801
Gaussian_acc_oracle,1.333521432163324,48.11915652329192,1736.3449650425118,1000,10000,False,,452.4713779912053,0.4524713779912053,0.4647142741198235,0.0357710341934806,2.265276875330486e-05,0.0030549564325612,0.9642289658065194,0.9999771300506096,0.995240507510952,0.003323223450469,0.0032005981661024,5.0961429608659135e-05,0.0347198514915931,0.00062733446513,0.0037538341267431,0.0005501208630661,100,0.006273344651300661,0.035087338167440446,0.02768061695324919,0.04255564679173973,0.005501208630661811,0.0012417334944697998,2.316049331559474e-05,0.011469975289436943
Gaussian_acc_oracle,2.6101572156825386,67.32112104993318,1736.3449650425118,1000,10000,False,,708.6064837951661,0.7086064837951661,0.7219038994501329,0.048402384163737,4.99509615057308e-05,0.0058432124248017,0.9515976158362628,0.99994933541526,0.9929324005839514,0.0064730526734906,0.0061341881053305,0.0001000996152574,0.0475693006769457,0.0009484539066549,0.0065584709703295,0.0010163619265026,100,0.009484539066549034,0.04744768322131105,0.037263510591109085,0.05892876232321507,0.010163619265026555,0.0024468988186865,9.96233824182428e-05,0.01725016582440005
Gaussian_acc_oracle,5.108969774506934,94.18563555298384,1736.3449650425118,1000,10000,False,,1142.4841819020703,1.1424841819020706,1.1569892901031822,0.0635826788001776,0.0001536020526816,0.0116423283257036,0.9364173211998224,0.9998425186046432,0.9876063704798932,0.0130289024366495,0.0122514702599527,0.0002065697140349,0.0637341043787254,0.0014664124727387,0.0121545840467971,0.0019581638325548,100,0.014664124727387047,0.0619462698169326,0.04827187666368795,0.08033806606935245,0.01958163832554886,0.0056269726996421,0.0003817800120822,0.026348339536511098
Gaussian_acc_oracle,10.0,131.77044300762262,1736.3449650425118,1000,10000,False,,1889.0844810758824,1.8890844810758824,1.9050112395868275,0.0812245469923206,0.0005391828778157,0.0222923088488183,0.9187754530076794,0.9994348771701652,0.9767796882489542,0.0247868677670874,0.023311340767983,0.0003929055024902,0.0836996414221298,0.0024291507924121,0.0230469768545961,0.0037506283053684,100,0.024291507924121457,0.0780640652406716,0.05965807720470763,0.1143497595724087,0.03750628305368499,0.0141759943891193,0.00135023336475052,0.048632373362066654
