pc,variance,mean_power,power_se,power_over_variance
3.500000000000000000e+01,1.062076215125450744e+02,6.535031841617589876e+00,8.067711152988253920e-01,6.153072395887975582e-02
3.600000000000000000e+01,1.054079907299490344e+02,7.745298728974104208e+00,1.252307068930327949e+00,7.347923696617311706e-02
3.700000000000000000e+01,1.024470457663390732e+02,7.544113255512752581e+00,1.233740128532876845e+00,7.363914888008916970e-02
3.800000000000000000e+01,1.010837414997060790e+02,6.816574660590080548e+00,6.421472472199648562e-01,6.743492632403105813e-02
3.900000000000000000e+01,9.981772940308827913e+01,5.347855038850095610e+00,4.212833230316888611e-01,5.357620405543544323e-02
4.000000000000000000e+01,9.879579612761919805e+01,5.936219804908968278e+00,5.342922025887313353e-01,6.008575301362896470e-02
4.100000000000000000e+01,9.619991470440348280e+01,6.723131270362848966e+00,9.473677447161157339e-01,6.988708140772501021e-02
4.200000000000000000e+01,9.460933099543254343e+01,8.264022918232910797e+00,9.073038092484768669e-01,8.734892035788598130e-02
4.300000000000000000e+01,9.181063476077700614e+01,6.655775493879048099e+00,1.004545942769851985e+00,7.249460273552649214e-02
4.400000000000000000e+01,9.128614109804287580e+01,7.696565867655968063e+00,1.070668667494303117e+00,8.431253391891901927e-02
4.500000000000000000e+01,8.993871185495486031e+01,6.130449513088931823e+00,6.242769214654102505e-01,6.816252297426245166e-02
4.600000000000000000e+01,8.855914130691662933e+01,6.447121838193838883e+00,6.721094485806972108e-01,7.280018463424629827e-02
4.700000000000000000e+01,8.739795975322171273e+01,8.382077343669536162e+00,2.205284928453230098e+00,9.590701393187330004e-02
4.800000000000000000e+01,8.543698606390937300e+01,6.478953084414294850e+00,7.256968820795225428e-01,7.583311845256160422e-02
4.900000000000000000e+01,8.449703901338058643e+01,6.453435556323752209e+00,5.920092082444387005e-01,7.637469468370144954e-02
5.000000000000000000e+01,8.113523773467495914e+01,7.432205831992287237e+00,1.104085913061350732e+00,9.160268755601326529e-02
5.100000000000000000e+01,8.030093455762172994e+01,6.850219720113139843e+00,1.023771727285905264e+00,8.530684926459494721e-02
5.200000000000000000e+01,7.890655623320814982e+01,6.956211865156416430e+00,8.256912926266396502e-01,8.815759041108507665e-02
5.300000000000000000e+01,7.841847475998162054e+01,7.122398493890064408e+00,1.133400293517236479e+00,9.082551676361798332e-02
5.400000000000000000e+01,7.754081531904149927e+01,5.801308480630487097e+00,5.223272072593970750e-01,7.481619140527498435e-02
5.500000000000000000e+01,7.649297413742156948e+01,6.222055446708992577e+00,7.254857437516336605e-01,8.134152864197582988e-02
5.600000000000000000e+01,7.595523973003155049e+01,7.455673820233016613e+00,2.151508107160061467e+00,9.815878202389710649e-02
5.700000000000000000e+01,7.376623294252244989e+01,4.859926490287419298e+00,5.612440618661642677e-01,6.588280703007026728e-02
5.800000000000000000e+01,7.263049580817866513e+01,4.962495675276310081e+00,5.231337714167647590e-01,6.832523473862202323e-02
5.900000000000000000e+01,7.186622829333754225e+01,4.824200880853664053e+00,6.497724398165821702e-01,6.712750892063856778e-02
6.000000000000000000e+01,7.131948909002974801e+01,6.021546215389989243e+00,9.493042117906256294e-01,8.443058541528143668e-02
6.100000000000000000e+01,7.051451118390718875e+01,5.387961902554546434e+00,4.978596485238335201e-01,7.640926402371751858e-02
6.200000000000000000e+01,6.963442540440574646e+01,5.152302471007513596e+00,4.685589783444167322e-01,7.399073721202170661e-02
6.300000000000000000e+01,6.905829289115389713e+01,6.517002205747450816e+00,1.030863877362988568e+00,9.436958159419335523e-02
6.400000000000000000e+01,6.801223324831741479e+01,5.252917023479797720e+00,3.722594211643253104e-01,7.723488514633876367e-02
6.500000000000000000e+01,6.711861651602163192e+01,5.448472055148078752e+00,6.750558838643345716e-01,8.117676343712321163e-02
6.600000000000000000e+01,6.643509800935223097e+01,6.781226220202637656e+00,9.713896747715918822e-01,1.020729467313802735e-01
6.700000000000000000e+01,6.549862696488770553e+01,5.093543970818302569e+00,5.752727927006803244e-01,7.776566024122663623e-02
6.800000000000000000e+01,6.474448889559162978e+01,4.816901732098936684e+00,4.937612876694711384e-01,7.439863707730826059e-02
6.900000000000000000e+01,6.440683034277614638e+01,4.806477457237717132e+00,4.373277221867712394e-01,7.462682811213376677e-02
7.000000000000000000e+01,6.363709978811338885e+01,5.058670745113526657e+00,6.586438392001477959e-01,7.949247784636506720e-02
7.100000000000000000e+01,6.287542975909151011e+01,6.128250151331358531e+00,1.112901633291469849e+00,9.746653302906832517e-02
7.200000000000000000e+01,6.224708466004528162e+01,5.404886394530927340e+00,6.088023589229685228e-01,8.682955071790177115e-02
7.300000000000000000e+01,6.156716405624644750e+01,4.909638502636586743e+00,5.774749971046911901e-01,7.974443159589494901e-02
7.400000000000000000e+01,6.094977745185457962e+01,4.739904119365648150e+00,3.205484375951401788e-01,7.776737368909658610e-02
7.500000000000000000e+01,6.004071642358192662e+01,4.943492442156617095e+00,6.910101911358579319e-01,8.233566713762568989e-02
7.600000000000000000e+01,5.931080933387423926e+01,4.977297262113808074e+00,5.378691708330797239e-01,8.391888962592725099e-02
7.700000000000000000e+01,5.879886700722910575e+01,5.304915265968404903e+00,7.653655805932242373e-01,9.022138581881491981e-02
