pc,kappa_0.160681,kappa_1.60681,kappa_16.0681,kappa_160.681,kappa_1606.81
1.520000000000000000e+02,1.450008366767293055e-01,1.689182701483907256e-01,3.259173371737167368e-01,6.675057033879485680e-01,8.455955280273098618e-01
1.530000000000000000e+02,1.461910026407885199e-01,1.702650325652430296e-01,3.279739868345002418e-01,6.693574503617147897e-01,8.465750633872742847e-01
1.540000000000000000e+02,1.473126090211548389e-01,1.715336383159898614e-01,3.299052128432166664e-01,6.710860012999568802e-01,8.474877348955790479e-01
1.550000000000000000e+02,1.484112510540752661e-01,1.727760712841079627e-01,3.317945094200916989e-01,6.727735156360694635e-01,8.483781610494446346e-01
1.560000000000000000e+02,1.495809086312507030e-01,1.740983463618105964e-01,3.338003181331045677e-01,6.745569144238746651e-01,8.493178383118136221e-01
1.570000000000000000e+02,1.507909427416793957e-01,1.754659742748646278e-01,3.358718761277612597e-01,6.763937106611808137e-01,8.502848225144453709e-01
1.580000000000000000e+02,1.519831362095420690e-01,1.768129235332845384e-01,3.379067602045702778e-01,6.781891675970505018e-01,8.512286067819394564e-01
1.590000000000000000e+02,1.531837682593751582e-01,1.781690446935956240e-01,3.399517470543400033e-01,6.799873943886441952e-01,8.521728495553073657e-01
1.600000000000000000e+02,1.543909477579578360e-01,1.795323348050935630e-01,3.420052024340152763e-01,6.817892515514117902e-01,8.531183803213414629e-01
1.610000000000000000e+02,1.554627718448916007e-01,1.807420833036866847e-01,3.438203583430501920e-01,6.833706644814931952e-01,8.539464073558163948e-01
1.620000000000000000e+02,1.565611071018256362e-01,1.819815071397745954e-01,3.456775025978134352e-01,6.849845927257385281e-01,8.547908067232062868e-01
1.630000000000000000e+02,1.576860519135343253e-01,1.832502820875570038e-01,3.475717126435297621e-01,6.866197575832948541e-01,8.556445667471491712e-01
1.640000000000000000e+02,1.589392628911590055e-01,1.846634539587795332e-01,3.496787633199884282e-01,6.884343424485311891e-01,8.565913200291794816e-01
