trial,sigma,alpha,lam,kappa
8,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
8,13.177044300762262,42.65795188015925,0.0426579518801592,0.0500426915655242
8,41.66947281934956,158.48931924611108,0.1584893192461111,0.1684467314998097
9,1.3177044300762262,2.691534803926914,0.0026915348039269,0.0063726729940749
9,4.166947281934956,10.715193052376048,0.010715193052376,0.0158943037819145
9,13.177044300762262,34.673685045253166,0.0346736850452531,0.0416887068570924
9,41.66947281934956,85.11380382023759,0.0851138038202375,0.0938086997648393
10,1.3177044300762262,2.884031503126605,0.0028840315031266,0.0066225297317136
10,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
10,13.177044300762262,42.65795188015925,0.0426579518801592,0.0500426915655242
10,41.66947281934956,147.91083881682073,0.1479108388168207,0.1577246113141497
11,1.3177044300762262,2.691534803926914,0.0026915348039269,0.0063726729940749
11,4.166947281934956,10.0,0.01,0.0150865277740793
11,13.177044300762262,34.673685045253166,0.0346736850452531,0.0416887068570924
11,41.66947281934956,158.48931924611108,0.1584893192461111,0.1684467314998097
12,1.3177044300762262,2.884031503126605,0.0028840315031266,0.0066225297317136
12,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
12,13.177044300762262,42.65795188015925,0.0426579518801592,0.0500426915655242
12,41.66947281934956,158.48931924611108,0.1584893192461111,0.1684467314998097
13,1.3177044300762262,2.691534803926914,0.0026915348039269,0.0063726729940749
13,4.166947281934956,10.715193052376048,0.010715193052376,0.0158943037819145
13,13.177044300762262,37.1535229097172,0.0371535229097172,0.0442904502986448
13,41.66947281934956,128.82495516931323,0.1288249551693132,0.1383538836469589
14,1.3177044300762262,3.5481338923357533,0.0035481338923357,0.0074695197734764
14,4.166947281934956,13.182567385564074,0.013182567385564,0.0186502998192951
14,13.177044300762262,37.1535229097172,0.0371535229097172,0.0442904502986448
14,41.66947281934956,104.71285480508983,0.1047128548050898,0.1138207888318772
15,1.3177044300762262,2.344228815319923,0.0023442288153199,0.0059159522620173
15,4.166947281934956,10.715193052376048,0.010715193052376,0.0158943037819145
15,13.177044300762262,39.81071705534969,0.0398107170553496,0.0470708953309422
15,41.66947281934956,169.82436524617427,0.1698243652461742,0.1799262196097658
16,1.3177044300762262,3.090295432513592,0.0030902954325135,0.0068879449162997
16,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
16,13.177044300762262,52.48074602497723,0.0524807460249772,0.0602466844969346
16,41.66947281934956,208.92961308540364,0.2089296130854036,0.2194695937465584
17,1.3177044300762262,2.691534803926914,0.0026915348039269,0.0063726729940749
17,4.166947281934956,10.0,0.01,0.0150865277740793
17,13.177044300762262,34.673685045253166,0.0346736850452531,0.0416887068570924
17,41.66947281934956,128.82495516931323,0.1288249551693132,0.1383538836469589
18,1.3177044300762262,2.691534803926914,0.0026915348039269,0.0063726729940749
18,4.166947281934956,10.0,0.01,0.0150865277740793
18,13.177044300762262,32.35936569296281,0.0323593656929628,0.0392538617781789
18,41.66947281934956,91.20108393559096,0.0912010839355909,0.1000327386715301
19,1.3177044300762262,3.311311214825908,0.0033113112148259,0.0071699185739953
19,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
19,13.177044300762262,42.65795188015925,0.0426579518801592,0.0500426915655242
19,41.66947281934956,158.48931924611108,0.1584893192461111,0.1684467314998097
20,1.3177044300762262,3.090295432513592,0.0030902954325135,0.0068879449162997
20,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
20,13.177044300762262,42.65795188015925,0.0426579518801592,0.0500426915655242
20,41.66947281934956,138.03842646028838,0.1380384264602883,0.1477093679019815
21,1.3177044300762262,3.311311214825908,0.0033113112148259,0.0071699185739953
21,4.166947281934956,13.182567385564074,0.013182567385564,0.0186502998192951
21,13.177044300762262,48.97788193684456,0.0489778819368445,0.0566155364806987
21,41.66947281934956,194.98445997580453,0.1949844599758045,0.2053775964962583
22,1.3177044300762262,2.691534803926914,0.0026915348039269,0.0063726729940749
