model,subject,noise_255,value,metric
resnet50_robust,red_20250428-20250430,2.0,38.25934282921717,trace_df2_050
resnet50_robust,red_20250428-20250430,8.0,29.64525162011423,trace_df2_050
resnet50_robust,red_20250428-20250430,16.0,21.42133111703552,trace_df2_050
resnet50_robust,three0_250426-250501,0.5,39.68572694229251,trace_df2_050
resnet50_robust,three0_250426-250501,2.0,37.54478062887432,trace_df2_050
resnet50_robust,three0_250426-250501,8.0,29.056556453199818,trace_df2_050
resnet50_robust,three0_250426-250501,16.0,20.892304251858587,trace_df2_050
resnet50_robust,venus_250426-250429,0.5,38.04636364026392,trace_df2_050
resnet50_robust,venus_250426-250429,2.0,35.712239648018866,trace_df2_050
resnet50_robust,venus_250426-250429,8.0,26.877464204509725,trace_df2_050
resnet50_robust,venus_250426-250429,16.0,18.645640737946845,trace_df2_050
siglip2_vitb16,leap_250426-250501,0.5,3366.8830940389394,trace_df2_050
siglip2_vitb16,leap_250426-250501,2.0,1501.0687319169895,trace_df2_050
siglip2_vitb16,leap_250426-250501,8.0,356.58863327976417,trace_df2_050
siglip2_vitb16,leap_250426-250501,16.0,142.9190194224018,trace_df2_050
siglip2_vitb16,paul_20250428-20250430,0.5,6805.146234876808,trace_df2_050
siglip2_vitb16,paul_20250428-20250430,2.0,2791.5764557040793,trace_df2_050
siglip2_vitb16,paul_20250428-20250430,8.0,557.4208732728465,trace_df2_050
siglip2_vitb16,paul_20250428-20250430,16.0,168.2812501620513,trace_df2_050
siglip2_vitb16,red_20250428-20250430,0.5,6430.05319566158,trace_df2_050
siglip2_vitb16,red_20250428-20250430,2.0,2609.5030743461157,trace_df2_050
siglip2_vitb16,red_20250428-20250430,8.0,481.8950295095342,trace_df2_050
siglip2_vitb16,red_20250428-20250430,16.0,148.73415648619147,trace_df2_050
siglip2_vitb16,three0_250426-250501,0.5,5940.658600348788,trace_df2_050
siglip2_vitb16,three0_250426-250501,2.0,2363.933118272902,trace_df2_050
siglip2_vitb16,three0_250426-250501,8.0,561.3557359266541,trace_df2_050
siglip2_vitb16,three0_250426-250501,16.0,173.48412939685767,trace_df2_050
siglip2_vitb16,venus_250426-250429,0.5,4935.3118993037315,trace_df2_050
siglip2_vitb16,venus_250426-250429,2.0,2195.4875061180105,trace_df2_050
siglip2_vitb16,venus_250426-250429,8.0,618.6672184822406,trace_df2_050
siglip2_vitb16,venus_250426-250429,16.0,229.75229333992337,trace_df2_050
AlexNet_training_seed_01,leap_250426-250501,0.5,66127.97714850871,unregularized_trace
AlexNet_training_seed_01,leap_250426-250501,2.0,51003.95089356019,unregularized_trace
AlexNet_training_seed_01,leap_250426-250501,8.0,23550.7032287499,unregularized_trace
AlexNet_training_seed_01,leap_250426-250501,16.0,11143.252481693336,unregularized_trace
AlexNet_training_seed_01,paul_20250428-20250430,0.5,84423.83967966613,unregularized_trace
AlexNet_training_seed_01,paul_20250428-20250430,2.0,64977.2696392962,unregularized_trace
AlexNet_training_seed_01,paul_20250428-20250430,8.0,29787.298066237447,unregularized_trace
AlexNet_training_seed_01,paul_20250428-20250430,16.0,13974.259002717177,unregularized_trace
AlexNet_training_seed_01,red_20250428-20250430,0.5,27045.354762284947,unregularized_trace
AlexNet_training_seed_01,red_20250428-20250430,2.0,21297.659788019595,unregularized_trace
AlexNet_training_seed_01,red_20250428-20250430,8.0,10492.77671207001,unregularized_trace
AlexNet_training_seed_01,red_20250428-20250430,16.0,5267.043299693152,unregularized_trace
AlexNet_training_seed_01,three0_250426-250501,0.5,102243.36009351494,unregularized_trace
AlexNet_training_seed_01,three0_250426-250501,2.0,78546.6777296416,unregularized_trace
AlexNet_training_seed_01,three0_250426-250501,8.0,35779.50868448424,unregularized_trace
AlexNet_training_seed_01,three0_250426-250501,16.0,16655.844072125914,unregularized_trace
AlexNet_training_seed_01,venus_250426-250429,0.5,111477.30820980761,unregularized_trace
AlexNet_training_seed_01,venus_250426-250429,2.0,85462.81751970676,unregularized_trace
AlexNet_training_seed_01,venus_250426-250429,8.0,39006.5512969021,unregularized_trace
AlexNet_training_seed_01,venus_250426-250429,16.0,18308.958758214983,unregularized_trace
clipag_vitb32,leap_250426-250501,0.5,249.17487382011907,unregularized_trace
clipag_vitb32,leap_250426-250501,2.0,248.82661690653077,unregularized_trace
clipag_vitb32,leap_250426-250501,8.0,244.32965006294532,unregularized_trace
clipag_vitb32,leap_250426-250501,16.0,234.43418461095223,unregularized_trace
clipag_vitb32,paul_20250428-20250430,0.5,69.33860429925798,unregularized_trace
clipag_vitb32,paul_20250428-20250430,2.0,69.22732564877334,unregularized_trace
clipag_vitb32,paul_20250428-20250430,8.0,67.5705209435202,unregularized_trace
clipag_vitb32,paul_20250428-20250430,16.0,64.7970017512975,unregularized_trace
clipag_vitb32,red_20250428-20250430,0.5,63.155628075259386,unregularized_trace
clipag_vitb32,red_20250428-20250430,2.0,63.05450228210338,unregularized_trace
clipag_vitb32,red_20250428-20250430,8.0,61.5328219407836,unregularized_trace
clipag_vitb32,red_20250428-20250430,16.0,59.27543927772476,unregularized_trace
clipag_vitb32,three0_250426-250501,0.5,166.3207671467292,unregularized_trace
clipag_vitb32,three0_250426-250501,2.0,166.1029054691683,unregularized_trace
clipag_vitb32,three0_250426-250501,8.0,163.137535198153,unregularized_trace
clipag_vitb32,three0_250426-250501,16.0,156.77717795345225,unregularized_trace
clipag_vitb32,venus_250426-250429,0.5,166.3207671467292,unregularized_trace
clipag_vitb32,venus_250426-250429,2.0,166.1029054691683,unregularized_trace
clipag_vitb32,venus_250426-250429,8.0,163.137535198153,unregularized_trace
clipag_vitb32,venus_250426-250429,16.0,156.77717795345225,unregularized_trace
dinov2_vitb14_reg,leap_250426-250501,0.5,13482.260606633185,unregularized_trace
dinov2_vitb14_reg,leap_250426-250501,2.0,4832.045572799342,unregularized_trace
dinov2_vitb14_reg,leap_250426-250501,8.0,888.1313785723116,unregularized_trace
dinov2_vitb14_reg,leap_250426-250501,16.0,332.07267418963056,unregularized_trace
dinov2_vitb14_reg,paul_20250428-20250430,0.5,13268.02708923483,unregularized_trace
dinov2_vitb14_reg,paul_20250428-20250430,2.0,4041.652332020408,unregularized_trace
dinov2_vitb14_reg,paul_20250428-20250430,8.0,677.1734790063538,unregularized_trace
dinov2_vitb14_reg,paul_20250428-20250430,16.0,240.29487149322003,unregularized_trace
dinov2_vitb14_reg,red_20250428-20250430,0.5,14048.333947279734,unregularized_trace
dinov2_vitb14_reg,red_20250428-20250430,2.0,4099.405342947988,unregularized_trace
dinov2_vitb14_reg,red_20250428-20250430,8.0,672.9079645050687,unregularized_trace
dinov2_vitb14_reg,red_20250428-20250430,16.0,237.50895568827858,unregularized_trace
dinov2_vitb14_reg,three0_250426-250501,0.5,13174.385868224022,unregularized_trace
dinov2_vitb14_reg,three0_250426-250501,2.0,4434.141246043638,unregularized_trace
dinov2_vitb14_reg,three0_250426-250501,8.0,797.6603623793616,unregularized_trace
dinov2_vitb14_reg,three0_250426-250501,16.0,294.21396080968555,unregularized_trace
dinov2_vitb14_reg,venus_250426-250429,0.5,13724.53040444362,unregularized_trace
dinov2_vitb14_reg,venus_250426-250429,2.0,4618.893045827043,unregularized_trace
dinov2_vitb14_reg,venus_250426-250429,8.0,805.0218526888507,unregularized_trace
dinov2_vitb14_reg,venus_250426-250429,16.0,291.22043419305123,unregularized_trace
radio_v2.5-b,leap_250426-250501,0.5,7839.681976356433,unregularized_trace
radio_v2.5-b,leap_250426-250501,2.0,4069.504843884883,unregularized_trace
radio_v2.5-b,leap_250426-250501,8.0,990.1422698704105,unregularized_trace
radio_v2.5-b,leap_250426-250501,16.0,394.8972404543544,unregularized_trace
radio_v2.5-b,paul_20250428-20250430,0.5,9102.52037066357,unregularized_trace
radio_v2.5-b,paul_20250428-20250430,2.0,4567.277222611544,unregularized_trace
radio_v2.5-b,paul_20250428-20250430,8.0,975.2670052612734,unregularized_trace
radio_v2.5-b,paul_20250428-20250430,16.0,368.3436484899357,unregularized_trace
radio_v2.5-b,red_20250428-20250430,0.5,8875.535464353743,unregularized_trace
radio_v2.5-b,red_20250428-20250430,2.0,4483.1243669438945,unregularized_trace
radio_v2.5-b,red_20250428-20250430,8.0,942.981516959328,unregularized_trace
radio_v2.5-b,red_20250428-20250430,16.0,354.32244783385204,unregularized_trace
radio_v2.5-b,three0_250426-250501,0.5,8974.668809391698,unregularized_trace
radio_v2.5-b,three0_250426-250501,2.0,4388.60118969249,unregularized_trace
radio_v2.5-b,three0_250426-250501,8.0,1004.7696873848442,unregularized_trace
radio_v2.5-b,three0_250426-250501,16.0,402.3649076100555,unregularized_trace
radio_v2.5-b,venus_250426-250429,0.5,8368.076447048197,unregularized_trace
radio_v2.5-b,venus_250426-250429,2.0,4316.744422734797,unregularized_trace
radio_v2.5-b,venus_250426-250429,8.0,981.203246779786,unregularized_trace
radio_v2.5-b,venus_250426-250429,16.0,375.90556907396507,unregularized_trace
regnety_640,leap_250426-250501,0.5,16552.618360292712,unregularized_trace
regnety_640,leap_250426-250501,2.0,3777.616133162089,unregularized_trace
regnety_640,leap_250426-250501,8.0,508.02765031750477,unregularized_trace
regnety_640,leap_250426-250501,16.0,170.5814008451758,unregularized_trace
regnety_640,paul_20250428-20250430,0.5,10544.599466517391,unregularized_trace
regnety_640,paul_20250428-20250430,2.0,2461.229032972859,unregularized_trace
regnety_640,paul_20250428-20250430,8.0,358.56689086288674,unregularized_trace
regnety_640,paul_20250428-20250430,16.0,130.76221598489175,unregularized_trace
regnety_640,red_20250428-20250430,0.5,10302.503454317037,unregularized_trace
regnety_640,red_20250428-20250430,2.0,2401.479434722023,unregularized_trace
regnety_640,red_20250428-20250430,8.0,349.64021988911355,unregularized_trace
regnety_640,red_20250428-20250430,16.0,127.74427942611581,unregularized_trace
regnety_640,three0_250426-250501,0.5,15381.788974588952,unregularized_trace
regnety_640,three0_250426-250501,2.0,3505.053632873759,unregularized_trace
regnety_640,three0_250426-250501,8.0,470.9896581085692,unregularized_trace
regnety_640,three0_250426-250501,16.0,157.86678882997595,unregularized_trace
regnety_640,venus_250426-250429,0.5,14718.179199247626,unregularized_trace
regnety_640,venus_250426-250429,2.0,3323.8333304677885,unregularized_trace
regnety_640,venus_250426-250429,8.0,456.2293818918886,unregularized_trace
regnety_640,venus_250426-250429,16.0,156.0146035519241,unregularized_trace
resnet50,leap_250426-250501,0.5,9074.642366132048,unregularized_trace
resnet50,leap_250426-250501,2.0,3918.9603768334155,unregularized_trace
resnet50,leap_250426-250501,8.0,833.3585405759596,unregularized_trace
resnet50,leap_250426-250501,16.0,278.67785227837646,unregularized_trace
resnet50,paul_20250428-20250430,0.5,13094.283574525065,unregularized_trace
resnet50,paul_20250428-20250430,2.0,5597.3723226110405,unregularized_trace
resnet50,paul_20250428-20250430,8.0,1245.5227865704817,unregularized_trace
resnet50,paul_20250428-20250430,16.0,472.9645470540217,unregularized_trace
resnet50,red_20250428-20250430,0.5,14506.487006525029,unregularized_trace
resnet50,red_20250428-20250430,2.0,5778.473570460916,unregularized_trace
resnet50,red_20250428-20250430,8.0,1150.7432175774572,unregularized_trace
resnet50,red_20250428-20250430,16.0,384.1378227307292,unregularized_trace
resnet50,three0_250426-250501,0.5,13644.064655359742,unregularized_trace
resnet50,three0_250426-250501,2.0,5499.263121332894,unregularized_trace
resnet50,three0_250426-250501,8.0,1106.6313306800294,unregularized_trace
resnet50,three0_250426-250501,16.0,369.2795467270191,unregularized_trace
resnet50,venus_250426-250429,0.5,6543.140693348192,unregularized_trace
resnet50,venus_250426-250429,2.0,2801.13138586058,unregularized_trace
resnet50,venus_250426-250429,8.0,612.4972587540497,unregularized_trace
resnet50,venus_250426-250429,16.0,211.34633467197128,unregularized_trace
resnet50_clip,leap_250426-250501,0.5,42803.22894164884,unregularized_trace
resnet50_clip,leap_250426-250501,2.0,6369.251377085456,unregularized_trace
resnet50_clip,leap_250426-250501,8.0,676.6552021711386,unregularized_trace
resnet50_clip,leap_250426-250501,16.0,206.6343774931029,unregularized_trace
resnet50_clip,paul_20250428-20250430,0.5,45094.90279870385,unregularized_trace
resnet50_clip,paul_20250428-20250430,2.0,7056.887668007924,unregularized_trace
resnet50_clip,paul_20250428-20250430,8.0,850.8277117226238,unregularized_trace
resnet50_clip,paul_20250428-20250430,16.0,235.8126287625806,unregularized_trace
resnet50_clip,red_20250428-20250430,0.5,41415.943603280146,unregularized_trace
resnet50_clip,red_20250428-20250430,2.0,6414.234483249125,unregularized_trace
resnet50_clip,red_20250428-20250430,8.0,784.0904509514221,unregularized_trace
resnet50_clip,red_20250428-20250430,16.0,220.34072959412765,unregularized_trace
resnet50_clip,three0_250426-250501,0.5,52022.95761664818,unregularized_trace
resnet50_clip,three0_250426-250501,2.0,7134.265414889616,unregularized_trace
resnet50_clip,three0_250426-250501,8.0,764.2755797995504,unregularized_trace
resnet50_clip,three0_250426-250501,16.0,214.63756171530585,unregularized_trace
resnet50_clip,venus_250426-250429,0.5,46586.45221594501,unregularized_trace
resnet50_clip,venus_250426-250429,2.0,6518.660088572044,unregularized_trace
resnet50_clip,venus_250426-250429,8.0,677.2791809031753,unregularized_trace
resnet50_clip,venus_250426-250429,16.0,192.11706241266728,unregularized_trace
resnet50_dino,leap_250426-250501,0.5,18761.127881766708,unregularized_trace
resnet50_dino,leap_250426-250501,2.0,4853.662843856897,unregularized_trace
resnet50_dino,leap_250426-250501,8.0,730.3346307754421,unregularized_trace
resnet50_dino,leap_250426-250501,16.0,238.49385103277734,unregularized_trace
resnet50_dino,paul_20250428-20250430,0.5,12968.973553202602,unregularized_trace
resnet50_dino,paul_20250428-20250430,2.0,3548.680051030092,unregularized_trace
resnet50_dino,paul_20250428-20250430,8.0,538.8565899067876,unregularized_trace
resnet50_dino,paul_20250428-20250430,16.0,181.39640329464518,unregularized_trace
resnet50_dino,red_20250428-20250430,0.5,14049.830289117084,unregularized_trace
resnet50_dino,red_20250428-20250430,2.0,3839.429283075954,unregularized_trace
resnet50_dino,red_20250428-20250430,8.0,583.5013969493324,unregularized_trace
resnet50_dino,red_20250428-20250430,16.0,194.97969512735844,unregularized_trace
resnet50_dino,three0_250426-250501,0.5,16346.503699871548,unregularized_trace
resnet50_dino,three0_250426-250501,2.0,4216.731788853291,unregularized_trace
resnet50_dino,three0_250426-250501,8.0,635.6711042540738,unregularized_trace
resnet50_dino,three0_250426-250501,16.0,207.89966631856518,unregularized_trace
resnet50_dino,venus_250426-250429,0.5,15391.67452600991,unregularized_trace
resnet50_dino,venus_250426-250429,2.0,3898.921895358449,unregularized_trace
resnet50_dino,venus_250426-250429,8.0,581.7308066752357,unregularized_trace
resnet50_dino,venus_250426-250429,16.0,190.88585808016546,unregularized_trace
resnet50_robust,leap_250426-250501,0.5,103.73830640336156,unregularized_trace
resnet50_robust,leap_250426-250501,2.0,97.2215719787238,unregularized_trace
resnet50_robust,leap_250426-250501,8.0,73.10984969977538,unregularized_trace
resnet50_robust,leap_250426-250501,16.0,50.193818616712385,unregularized_trace
resnet50_robust,paul_20250428-20250430,0.5,95.79182238048564,unregularized_trace
resnet50_robust,paul_20250428-20250430,2.0,90.70479203717994,unregularized_trace
resnet50_robust,paul_20250428-20250430,8.0,70.3150640680627,unregularized_trace
resnet50_robust,paul_20250428-20250430,16.0,50.330299826263015,unregularized_trace
resnet50_robust,red_20250428-20250430,0.5,90.15756382555438,unregularized_trace
resnet50_robust,red_20250428-20250430,2.0,85.38189281047879,unregularized_trace
resnet50_robust,red_20250428-20250430,8.0,66.06710895034038,unregularized_trace
resnet50_robust,red_20250428-20250430,16.0,47.48281293881388,unregularized_trace
resnet50_robust,three0_250426-250501,0.5,88.82519249617445,unregularized_trace
resnet50_robust,three0_250426-250501,2.0,83.99950329459313,unregularized_trace
resnet50_robust,three0_250426-250501,8.0,64.91615900780076,unregularized_trace
resnet50_robust,three0_250426-250501,16.0,46.4152631927697,unregularized_trace
resnet50_robust,venus_250426-250429,0.5,84.53033653344535,unregularized_trace
resnet50_robust,venus_250426-250429,2.0,79.32412317648267,unregularized_trace
resnet50_robust,venus_250426-250429,8.0,59.726640722350254,unregularized_trace
resnet50_robust,venus_250426-250429,16.0,41.33478684164824,unregularized_trace
siglip2_vitb16,leap_250426-250501,0.5,8130.28035966953,unregularized_trace
siglip2_vitb16,leap_250426-250501,2.0,3585.3521485534106,unregularized_trace
siglip2_vitb16,leap_250426-250501,8.0,841.400292933053,unregularized_trace
siglip2_vitb16,leap_250426-250501,16.0,333.23941400574455,unregularized_trace
siglip2_vitb16,paul_20250428-20250430,0.5,13395.798276462894,unregularized_trace
siglip2_vitb16,paul_20250428-20250430,2.0,5279.121350151492,unregularized_trace
siglip2_vitb16,paul_20250428-20250430,8.0,1070.3932014146862,unregularized_trace
siglip2_vitb16,paul_20250428-20250430,16.0,324.98089280116045,unregularized_trace
siglip2_vitb16,red_20250428-20250430,0.5,12563.664416939413,unregularized_trace
siglip2_vitb16,red_20250428-20250430,2.0,4891.046424388805,unregularized_trace
siglip2_vitb16,red_20250428-20250430,8.0,931.9570186424348,unregularized_trace
siglip2_vitb16,red_20250428-20250430,16.0,287.5759438837238,unregularized_trace
siglip2_vitb16,three0_250426-250501,0.5,12280.61320839644,unregularized_trace
siglip2_vitb16,three0_250426-250501,2.0,4806.087212113608,unregularized_trace
siglip2_vitb16,three0_250426-250501,8.0,1095.5931951197188,unregularized_trace
siglip2_vitb16,three0_250426-250501,16.0,338.38482697009465,unregularized_trace
siglip2_vitb16,venus_250426-250429,0.5,10752.588209444975,unregularized_trace
siglip2_vitb16,venus_250426-250429,2.0,4763.566303987371,unregularized_trace
siglip2_vitb16,venus_250426-250429,8.0,1265.9616318749324,unregularized_trace
siglip2_vitb16,venus_250426-250429,16.0,459.04043224516516,unregularized_trace
