model,subject,metric,noise_255,energy,exact_energy,ratio
AlexNet_training_seed_01,three0_250426-250501,neighborhood,2.0,36272.75844845841,36360.757358323004,0.9975798383681231
AlexNet_training_seed_01,three0_250426-250501,neighborhood,8.0,36963.95574600705,36360.757358323004,1.0165892690776412
AlexNet_training_seed_01,three0_250426-250501,neighborhood,16.0,38042.18681925646,36360.757358323004,1.0462429713540764
AlexNet_training_seed_01,three0_250426-250501,smooth,0.5,32409.935957616493,36360.757358323004,0.8913438088824032
AlexNet_training_seed_01,three0_250426-250501,smooth,2.0,24943.340801122984,36360.757358323004,0.6859961841640088
AlexNet_training_seed_01,three0_250426-250501,smooth,8.0,11462.06861887246,36360.757358323004,0.3152318447582826
AlexNet_training_seed_01,three0_250426-250501,smooth,16.0,5401.794808819893,36360.757358323004,0.14856111921946583
AlexNet_training_seed_01,three0_250426-250501,step,0.5,34422.0066898181,36360.757358323004,0.9466801351413238
AlexNet_training_seed_01,three0_250426-250501,step,2.0,31222.996525070765,36360.757358323004,0.8587003900215461
AlexNet_training_seed_01,three0_250426-250501,step,8.0,24395.738631689645,36360.757358323004,0.6709359321445884
AlexNet_training_seed_01,three0_250426-250501,step,16.0,19712.143104666433,36360.757358323004,0.5421268569961266
AlexNet_training_seed_01,three0_250426-250501,variance,0.5,33617.36020092764,36360.757358323004,0.924550604643349
AlexNet_training_seed_01,three0_250426-250501,variance,2.0,28272.00177993041,36360.757358323004,0.7775416089747352
AlexNet_training_seed_01,three0_250426-250501,variance,8.0,17315.788682597326,36360.757358323004,0.4762218925187962
AlexNet_training_seed_01,three0_250426-250501,variance,16.0,11149.208575369208,36360.757358323004,0.3066275123341771
AlexNet_training_seed_01,venus_250426-250429,neighborhood,0.5,20445.529956894487,20533.729926677017,0.9957046298895778
AlexNet_training_seed_01,venus_250426-250429,neighborhood,2.0,20473.743258856754,20533.729926677017,0.9970786277975572
AlexNet_training_seed_01,venus_250426-250429,neighborhood,8.0,20905.412202218864,20533.729926677017,1.018101059908213
AlexNet_training_seed_01,venus_250426-250429,neighborhood,16.0,21607.11904061778,20533.729926677017,1.0522744342003951
AlexNet_training_seed_01,venus_250426-250429,smooth,0.5,18365.636948857526,20533.729926677017,0.8944130956449978
AlexNet_training_seed_01,venus_250426-250429,smooth,2.0,14179.262267980841,20533.729926677017,0.6905351496592649
AlexNet_training_seed_01,venus_250426-250429,smooth,8.0,6675.54321340173,20533.729926677017,0.32510134482332875
AlexNet_training_seed_01,venus_250426-250429,smooth,16.0,3257.1071897279853,20533.729926677017,0.1586222864213489
AlexNet_training_seed_01,venus_250426-250429,step,0.5,19507.555039054387,20533.729926677017,0.9500249155274296
AlexNet_training_seed_01,venus_250426-250429,step,2.0,17850.58019788314,20533.729926677017,0.8693296474447157
AlexNet_training_seed_01,venus_250426-250429,step,8.0,14400.11129923006,20533.729926677017,0.70129057656114
AlexNet_training_seed_01,venus_250426-250429,step,16.0,12195.410550758477,20533.729926677017,0.5939208606671329
AlexNet_training_seed_01,venus_250426-250429,variance,0.5,19034.442288033468,20533.729926677017,0.9269841551438882
AlexNet_training_seed_01,venus_250426-250429,variance,2.0,16046.088294622183,20533.729926677017,0.7814502456163808
AlexNet_training_seed_01,venus_250426-250429,variance,8.0,9955.124341855038,20533.729926677017,0.48481812010790776
AlexNet_training_seed_01,venus_250426-250429,variance,16.0,6560.909848719004,20533.729926677017,0.31951865891618647
clipag_vitb32,leap_250426-250501,neighborhood,0.5,104.91374043513615,105.86597661941856,0.9910052670868409
clipag_vitb32,leap_250426-250501,neighborhood,2.0,105.18624538780612,105.86597661941856,0.9935793230902122
clipag_vitb32,leap_250426-250501,neighborhood,8.0,108.22173353870726,105.86597661941856,1.0222522569999755
clipag_vitb32,leap_250426-250501,neighborhood,16.0,111.8507331516254,105.86597661941856,1.0565314440325022
clipag_vitb32,leap_250426-250501,smooth,0.5,104.88456945456008,105.86597661941856,0.9907297207639563
clipag_vitb32,leap_250426-250501,smooth,2.0,104.73401334929994,105.86597661941856,0.9893075820365975
clipag_vitb32,leap_250426-250501,smooth,8.0,102.79526225505626,105.86597661941856,0.9709943226103573
clipag_vitb32,leap_250426-250501,smooth,16.0,98.53461092657965,105.86597661941856,0.930748613228264
clipag_vitb32,leap_250426-250501,step,0.5,107.32627072946154,105.86597661941856,1.0137938000165307
clipag_vitb32,leap_250426-250501,step,2.0,143.37400889547698,105.86597661941856,1.354297324539851
clipag_vitb32,leap_250426-250501,step,8.0,626.6309357263638,105.86597661941856,5.91909653824913
clipag_vitb32,leap_250426-250501,step,16.0,1334.3676238862954,105.86597661941856,12.604310341208697
clipag_vitb32,leap_250426-250501,variance,0.5,104.9038075389649,105.86597661941856,0.9909114418892805
clipag_vitb32,leap_250426-250501,variance,2.0,104.9684838488212,105.86597661941856,0.9915223681936662
clipag_vitb32,leap_250426-250501,variance,8.0,105.49562966519572,105.86597661941856,0.9965017377060222
clipag_vitb32,leap_250426-250501,variance,16.0,105.02188066627247,105.86597661941856,0.9920267494798582
clipag_vitb32,paul_20250428-20250430,neighborhood,0.5,30.971905278605114,31.08695453639737,0.9962991145479512
clipag_vitb32,paul_20250428-20250430,neighborhood,2.0,31.08188584836516,31.08695453639737,0.9998369512836558
clipag_vitb32,paul_20250428-20250430,neighborhood,8.0,32.39455774895845,31.08695453639737,1.0420627633700852
clipag_vitb32,paul_20250428-20250430,neighborhood,16.0,34.79366845693833,31.08695453639737,1.1192369589050946
clipag_vitb32,paul_20250428-20250430,smooth,0.5,30.960944754440995,31.08695453639737,0.9959465382236513
clipag_vitb32,paul_20250428-20250430,smooth,2.0,30.91096610384565,31.08695453639737,0.9943388332766507
clipag_vitb32,paul_20250428-20250430,smooth,8.0,30.154817319946925,31.08695453639737,0.970015164548876
clipag_vitb32,paul_20250428-20250430,smooth,16.0,28.89835199981095,31.08695453639737,0.9295973964247944
clipag_vitb32,paul_20250428-20250430,step,0.5,32.499997867053054,31.08695453639737,1.0454545436093219
clipag_vitb32,paul_20250428-20250430,step,2.0,55.94955216357934,31.08695453639737,1.7997759188045335
clipag_vitb32,paul_20250428-20250430,step,8.0,464.1946125226804,31.08695453639737,14.932135342469458
clipag_vitb32,paul_20250428-20250430,step,16.0,1138.0785131720595,31.08695453639737,36.609520943570374
clipag_vitb32,paul_20250428-20250430,variance,0.5,30.96761106404992,31.08695453639737,0.9961609789660251
clipag_vitb32,paul_20250428-20250430,variance,2.0,30.997671419189864,31.08695453639737,0.9971279554868273
clipag_vitb32,paul_20250428-20250430,variance,8.0,31.253212655720848,31.08695453639737,1.0053481636204928
clipag_vitb32,paul_20250428-20250430,variance,16.0,31.72349841249359,31.08695453639737,1.0204762378814218
clipag_vitb32,red_20250428-20250430,neighborhood,0.5,28.29180369713417,28.370549505880845,0.9972243819693957
clipag_vitb32,red_20250428-20250430,neighborhood,2.0,28.397150812794166,28.370549505880845,1.0009376380569508
clipag_vitb32,red_20250428-20250430,neighborhood,8.0,29.669200004146973,28.370549505880845,1.0457745979857365
clipag_vitb32,red_20250428-20250430,neighborhood,16.0,32.2579225313875,28.370549505880845,1.137021421622477
clipag_vitb32,red_20250428-20250430,smooth,0.5,28.281479913587155,28.370549505880845,0.9968604911133206
clipag_vitb32,red_20250428-20250430,smooth,2.0,28.236015026755034,28.370549505880845,0.9952579530016532
clipag_vitb32,red_20250428-20250430,smooth,8.0,27.540138957113076,28.370549505880845,0.9707298391031998
clipag_vitb32,red_20250428-20250430,smooth,16.0,26.515952126238794,28.370549505880845,0.9346294868466465
clipag_vitb32,red_20250428-20250430,step,0.5,29.731337917891043,28.370549505880845,1.047964823935755
clipag_vitb32,red_20250428-20250430,step,2.0,51.82368319053467,28.370549505880845,1.8266718161307485
clipag_vitb32,red_20250428-20250430,step,8.0,434.59480061488,28.370549505880845,15.318518963645529
clipag_vitb32,red_20250428-20250430,step,16.0,1082.5256814582744,28.370549505880845,38.15666951512099
clipag_vitb32,red_20250428-20250430,variance,0.5,28.287706045042,28.370549505880845,0.9970799486692469
clipag_vitb32,red_20250428-20250430,variance,2.0,28.317659480039293,28.370549505880845,0.9981357419308854
clipag_vitb32,red_20250428-20250430,variance,8.0,28.583350100423054,28.370549505880845,1.007500756885167
