pc,variance,mean_power,power_se,power_over_variance
1.850000000000000000e+02,2.083920115068596246e+01,1.383370741400188763e+03,6.549287343847647662e+02,6.638309844015553551e+01
1.860000000000000000e+02,2.069525009657513337e+01,1.154289611730965134e+03,4.607604112912071628e+02,5.577558165977366400e+01
1.870000000000000000e+02,2.064324842134186966e+01,1.280703303324806711e+03,5.991994146166615565e+02,6.203981452845188471e+01
1.880000000000000000e+02,2.053768021797923637e+01,1.374992445544279235e+03,7.048916650182115973e+02,6.694974461334605564e+01
1.890000000000000000e+02,2.047986546788563444e+01,1.185393027993125543e+03,5.038618050920347287e+02,5.788089916176128469e+01
1.900000000000000000e+02,2.047622700812199881e+01,1.040340079448757479e+03,3.856512982029728391e+02,5.080721555959021885e+01
1.910000000000000000e+02,2.045506715256161812e+01,1.013208238591817690e+03,3.688850283080489021e+02,4.953336163772662815e+01
1.920000000000000000e+02,2.036996881366325596e+01,1.253059258723905714e+03,5.454213293159767773e+02,6.151503078803980173e+01
1.930000000000000000e+02,2.028361031209315968e+01,1.077303078937498412e+03,3.889858962415613064e+02,5.311199842442282204e+01
1.940000000000000000e+02,2.025327282127563677e+01,1.314135654289712875e+03,5.297954439334074550e+02,6.488510108397103693e+01
1.950000000000000000e+02,2.023221792886619497e+01,1.153669015011717192e+03,4.476611492238527603e+02,5.702138139614079648e+01
1.960000000000000000e+02,2.019861020076739422e+01,1.381078374699531651e+03,6.437577883611015750e+02,6.837492089663976458e+01
1.970000000000000000e+02,2.006417661930080953e+01,1.362770881662694592e+03,6.299095942274130948e+02,6.792059836394044225e+01
1.980000000000000000e+02,2.002301361704559923e+01,1.325835951981235894e+03,7.088921382777459712e+02,6.621560457076007822e+01
1.990000000000000000e+02,1.996627961957561581e+01,9.678215282716170123e+02,3.324873521024035767e+02,4.847280248057489871e+01
2.000000000000000000e+02,1.991201543398081952e+01,1.129075531170634349e+03,4.974703552650807410e+02,5.670322699950363443e+01
2.010000000000000000e+02,1.981210879078852116e+01,1.176831391645867825e+03,5.046275882400327077e+02,5.939960274158326570e+01
2.020000000000000000e+02,1.974369401592159790e+01,1.034828445666772268e+03,3.777976185703643637e+02,5.241311199577302204e+01
2.030000000000000000e+02,1.968881932824332992e+01,1.252323608012909062e+03,4.943238981134667824e+02,6.360582557718272056e+01
