pc,kappa_3.28792,kappa_32.8792,kappa_328.792,kappa_3287.92,kappa_32879.2
9.400000000000000000e+01,8.932353857231181693e-02,9.348458893225181088e-02,1.288452249270066741e-01,2.790651841577675429e-01,4.504869356123144541e-01
9.500000000000000000e+01,9.077051188452400776e-02,9.498143458989859178e-02,1.307092436603050911e-01,2.816334740134804893e-01,4.528305963813481494e-01
9.600000000000000000e+01,9.160360995157530717e-02,9.584310863720717222e-02,1.317809060790696152e-01,2.831044898499529006e-01,4.541705277271730345e-01
9.700000000000000000e+01,9.292273503782885746e-02,9.720736441059375788e-02,1.334764682457993124e-01,2.854272534587668497e-01,4.562842791227981198e-01
9.800000000000000000e+01,9.418272064029378776e-02,9.851007901177519233e-02,1.350917831435856920e-01,2.876251433235203492e-01,4.582779257259893546e-01
9.900000000000000000e+01,9.541333900231394050e-02,9.978225080178104722e-02,1.366674450463596924e-01,2.897620577077799076e-01,4.602132372110074310e-01
1.000000000000000000e+02,9.634851818336079288e-02,1.007488074164208935e-01,1.378626045898990182e-01,2.913751857477339113e-01,4.616708574118428832e-01
1.010000000000000000e+02,9.756591073532633329e-02,1.020068187548007765e-01,1.394159060085811419e-01,2.934629784225921689e-01,4.635536637261704618e-01
1.020000000000000000e+02,9.861208881093781742e-02,1.030877530823512273e-01,1.407490892728935905e-01,2.952492081006786173e-01,4.651620940262312098e-01
1.030000000000000000e+02,9.969506906950037495e-02,1.042064201031560333e-01,1.421259407923974039e-01,2.970829507948631876e-01,4.668086711689867774e-01
1.040000000000000000e+02,1.007697219132847044e-01,1.053162521514081629e-01,1.434896345537838569e-01,2.988904969740046047e-01,4.684280896329347521e-01
1.050000000000000000e+02,1.022344241031559048e-01,1.068287638616002982e-01,1.453467661230405938e-01,3.013469831143281152e-01,4.706267742829798317e-01
1.060000000000000000e+02,1.032068094650633316e-01,1.078327142673945749e-01,1.465777574567693475e-01,3.029688467525373241e-01,4.720757611177693880e-01
1.070000000000000000e+02,1.046588502419133759e-01,1.093315621440307667e-01,1.484123699766712878e-01,3.053740794107013823e-01,4.742196851438711391e-01
1.080000000000000000e+02,1.058021078660561359e-01,1.105114839060566123e-01,1.498547740330544165e-01,3.072583083862764353e-01,4.758964043195765270e-01
1.090000000000000000e+02,1.070856761271340302e-01,1.118358869120926052e-01,1.514706112140414007e-01,3.093573803480054174e-01,4.777595110823923408e-01
1.100000000000000000e+02,1.080919592146561276e-01,1.128740657945191961e-01,1.527361043349535485e-01,3.109971850791677928e-01,4.792132862488235889e-01
1.110000000000000000e+02,1.092099745252800153e-01,1.140273658657453421e-01,1.541404521846466702e-01,3.128115639639393875e-01,4.808196552381901467e-01
1.120000000000000000e+02,1.101579369851787560e-01,1.150051490510572982e-01,1.553301406683220143e-01,3.143452207734062087e-01,4.821761119371618109e-01
1.130000000000000000e+02,1.114679238680538476e-01,1.163561947278343306e-01,1.569725373489028464e-01,3.164572570500125970e-01,4.840420122125577707e-01
1.140000000000000000e+02,1.125938721491058087e-01,1.175171233672901300e-01,1.583808401365238427e-01,3.182576083214990192e-01,4.856282733635930993e-01
1.150000000000000000e+02,1.138039552404274402e-01,1.187647293245650687e-01,1.598936058049068298e-01,3.201890698470992169e-01,4.873290783784863245e-01
1.160000000000000000e+02,1.151180737621413375e-01,1.201194785576348706e-01,1.615351550511385792e-01,3.222809446845364967e-01,4.891695346029523717e-01
1.170000000000000000e+02,1.161217208664439837e-01,1.211538421863926351e-01,1.627854855764191144e-01,3.238636921340314889e-01,4.905578524241040461e-01
1.180000000000000000e+02,1.176785014468239021e-01,1.227580204809203129e-01,1.647222466456829959e-01,3.263071359560584250e-01,4.926978825994889899e-01
1.190000000000000000e+02,1.187684596008531379e-01,1.238809741705799439e-01,1.660762144209946001e-01,3.280090718006206107e-01,4.941860221192999059e-01
