quantity,DE,MC,MC_over_DE
gen_baseline,5.671668049584468e-05,6.012671695873137e-05,1.060124048746762
gen_noise,0.0005039450813631362,0.0018866996861847357,3.7438597100329765
D2_over_D0,0.6477871949739319,3.830073695658111,5.912549252864191
